ST_CASE,DAY_WEEK,HOUR,BODY_TYP,FATAL_COUNT
160089,3,21,31,1
160090,5,4,2,1
160092,2,99,4,1
160093,2,17,4,1
160094,6,7,80,1
160095,4,17,31,1
160096,4,19,80,1
160097,1,16,40,1
160098,4,6,6,1
160099,6,23,31,1
160100,4,5,4,1
160101,1,19,14,1
160102,7,7,14,1
160103,1,9,6,1
160104,5,12,90,1
160105,5,22,80,1
160106,7,6,30,1
160107,3,19,90,1
160109,1,3,6,1
160110,6,15,31,1
160111,5,1,4,1
160112,3,15,80,1
160113,2,20,14,1
160115,6,22,4,1
160116,7,21,4,1
160117,1,19,4,1
160118,3,13,31,1
160119,7,15,4,1
160120,2,17,4,1
160121,3,17,31,1
160122,7,20,80,1
160123,5,14,14,1
160124,3,15,15,1
160126,4,99,16,1
160127,6,18,4,1
160129,2,12,4,1
160130,6,23,89,1
160131,7,7,4,1
160132,1,11,80,1
160133,1,17,48,1
160134,7,3,30,1
160135,2,10,31,1
160136,6,18,20,1
160137,4,14,14,1
160138,1,12,80,1
160139,3,19,80,1
160140,4,16,67,1
160141,7,14,4,1
160142,7,19,80,1
160143,7,21,2,1
160144,2,18,4,1
160145,4,17,83,1
160146,5,9,6,1
160147,5,13,31,1
160148,6,14,15,1
160149,1,14,31,1
160150,3,19,40,1
160151,6,18,14,1
160152,5,18,4,1
160153,7,14,31,1
160154,1,22,15,1
160156,5,20,21,1
160157,1,17,90,1
160158,3,0,31,1
160159,3,7,4,1
160160,3,18,30,1
160161,5,7,4,1
160162,1,99,4,1
160164,6,10,66,1
160165,7,18,4,1
160166,6,12,14,1
160167,7,2,14,1
160168,1,17,8,1
160169,3,16,66,1
160170,7,17,31,1
160172,7,4,31,1
160173,3,17,31,1
160174,5,19,15,1
160175,2,12,20,1
160176,6,1,4,1
160177,4,12,4,1
160179,2,21,4,1
160180,2,21,5,1
160181,4,18,4,1
160182,2,15,6,1
160183,4,14,14,1
160184,1,15,90,1
160185,1,22,14,1
160186,4,7,4,1
160187,4,9,6,1
160188,3,22,1,1
160189,4,23,31,1
160190,5,8,66,1
160191,6,22,80,1
160192,1,9,31,1
160193,7,18,14,1
160194,1,18,6,1
160195,5,11,30,1
160196,5,17,40,1
160197,4,13,2,1
160198,5,7,30,1
160199,7,18,4,1
170001,5,18,4,1
170002,3,9,63,1
170003,7,11,4,1
170004,4,13,4,1
170005,5,9,66,1
170006,5,22,30,1
170007,2,6,2,1
170010,6,20,2,1
170011,1,4,15,1
170012,2,9,31,1
170013,2,18,9,1
170015,5,1,31,1
170016,5,14,14,1
170017,5,19,31,1
170018,7,11,80,1
170019,2,3,1,1
170021,7,6,2,1
170022,4,14,14,1
170023,1,19,4,1
170025,4,18,4,1
170026,1,1,31,1
170027,7,8,4,1
170028,7,15,31,1
170029,3,8,4,1
170030,4,16,4,1
170031,3,19,4,1
170032,5,6,14,1
170033,5,13,21,1
170034,1,5,4,1
170035,5,7,14,1
170036,5,13,21,1
170037,4,17,4,1
170039,5,14,63,1
170043,7,9,4,1
170044,7,10,4,1
170046,2,22,14,1
170047,6,19,15,1
170048,5,6,15,1
170049,1,11,31,1
170051,2,4,66,1
170052,1,2,2,1
170053,2,3,4,1
170054,2,1,31,1
170055,5,19,4,1
170056,7,13,15,1
170057,3,14,4,1
170058,5,12,4,1
170059,6,19,4,1
170061,4,11,4,1
170062,2,15,5,1
170063,2,18,15,1
170064,6,17,4,1
170065,6,15,4,1
170066,4,16,4,1
170070,5,4,6,1
170071,7,15,4,1
170072,1,2,4,1
170074,7,18,6,1
170075,7,23,4,1
170076,7,1,4,1
170077,7,2,4,1
170078,7,6,4,1
170079,5,14,20,1
170080,6,0,4,1
170081,1,5,20,1
170082,6,7,4,1
170083,2,22,4,1
170084,6,9,30,1
170085,2,14,14,1
170086,4,16,66,1
170087,3,3,4,1
170088,1,2,14,1
170089,5,12,31,1
170090,2,10,4,1
170091,3,5,14,1
170092,1,8,31,1
170093,2,1,4,1
170095,5,14,31,1
170096,5,12,4,1
170098,5,7,4,1
170099,2,19,15,1
170100,2,13,31,1
170101,5,8,4,1
170102,3,17,20,1
170103,1,16,14,1
170104,1,2,4,1
170105,5,2,2,1
170106,3,12,14,1
170107,5,17,31,1
170108,1,17,20,1
170109,2,1,4,1
170110,7,13,2,1
170111,3,8,6,1
170112,7,22,31,1
170113,4,18,4,1
170114,2,14,4,1
170115,6,15,31,1
170116,7,16,4,1
170119,5,9,4,1
170120,6,14,4,1
170121,2,6,3,1
170122,3,19,30,1
170123,2,13,20,1
170124,1,7,99,1
170125,5,21,2,1
170126,5,13,80,1
170127,2,16,80,1
170128,7,2,14,1
170129,2,5,66,1
170130,5,17,66,1
170131,4,15,6,1
170132,6,14,31,1
170133,3,21,80,1
170134,5,13,31,1
170135,7,1,80,1
170136,2,16,4,1
170137,6,5,14,1
170138,4,22,4,1
170140,7,10,4,1
170142,1,9,30,1
170143,4,8,4,1
170144,3,16,4,1
170146,7,2,2,1
170147,7,5,4,1
170148,2,18,4,1
170149,6,15,4,1
170150,3,13,4,1
170151,3,13,4,1
170153,5,5,66,1
170155,6,7,6,1
170156,6,21,14,1
170157,6,17,4,1
170159,6,10,66,1
170160,7,22,14,1
170161,3,13,4,1
170162,2,14,4,1
170163,1,4,4,1
170164,5,13,4,1
170165,6,20,4,1
170166,4,13,3,1
170167,7,17,80,1
170170,6,18,31,1
170171,4,17,31,1
170172,1,15,4,1
170173,5,5,4,1
170174,1,22,20,1
170175,7,1,4,1
170176,3,18,4,1
170177,4,12,14,1
170178,5,16,4,1
170179,7,16,31,1
170180,6,21,66,1
170182,7,14,6,1
170183,5,4,66,1
170184,6,17,14,1
170185,1,19,4,1
170186,6,22,4,1
170187,7,6,4,1
170188,6,23,31,1
170189,7,22,31,1
170191,5,3,4,1
170192,1,21,4,1
170193,3,4,4,1
170194,6,0,66,1
170195,6,18,20,1
170196,6,19,90,1
170197,1,13,80,1
170199,3,15,4,1
170200,6,12,6,1
170202,4,5,4,1
170203,1,4,14,1
170204,1,11,30,1
170205,3,2,4,1
170206,4,5,15,1
170207,5,16,4,1
170208,7,5,80,1
170209,3,7,4,1
170211,2,16,4,1
170212,7,1,15,1
170213,7,4,4,1
170214,2,5,14,1
170215,1,18,14,1
170216,7,21,80,1
170217,7,20,80,1
170218,3,17,14,1
170219,4,10,4,1
170220,2,19,31,1
170221,5,20,80,1
170223,6,4,31,1
170224,7,22,80,1
170225,1,20,4,1
170227,4,18,14,1
170228,4,13,20,1
170229,6,17,6,1
170231,5,16,4,1
170232,6,7,31,1
170233,6,15,81,1
170234,4,3,9,1
170235,5,14,4,1
170236,2,14,80,1
170238,4,5,4,1
170239,5,14,30,1
170240,7,20,80,1
170241,4,9,6,1
170242,3,12,21,1
170243,2,16,81,1
170244,1,21,20,1
170245,7,13,40,1
170246,7,20,15,1
170247,4,22,4,1
170248,7,2,5,1
170249,3,13,63,1
170250,4,15,80,1
170252,6,23,80,1
170254,3,5,31,1
170255,1,20,4,1
170257,7,9,15,1
170258,7,15,2,1
170259,2,22,31,1
170260,7,15,30,1
170261,2,9,31,1
170262,4,19,80,1
170263,3,10,15,1
170264,6,7,63,1
170265,5,3,14,1
170266,6,1,80,1
170267,7,20,30,1
170268,2,15,80,1
170269,1,21,80,1
170270,7,0,14,1
170271,4,0,31,1
170273,2,13,4,1
170274,6,10,4,1
170275,6,11,61,1
170276,4,18,2,1
170279,1,21,80,1
170280,7,14,92,1
170283,5,22,80,1
170284,6,0,4,1
170285,6,6,4,1
170286,5,9,4,1
170287,4,1,4,1
170288,5,2,9,1
170289,6,13,31,1
170290,6,6,6,1
170291,3,10,4,1
170292,7,0,15,1
170293,1,22,6,1
170294,1,13,4,1
170295,7,3,14,1
170296,3,21,4,1
170297,2,20,2,1
170298,1,14,15,1
170299,4,1,31,1
170300,1,22,80,1
170301,2,0,15,1
170303,7,15,20,1
170304,7,2,14,1
170305,5,20,4,1
170306,5,2,80,1
170307,7,19,9,1
170308,4,12,4,1
170309,5,20,2,1
170310,6,6,4,1
170311,7,2,3,1
170312,5,7,2,1
170313,1,0,4,1
170314,4,7,14,1
170316,4,11,66,1
170317,4,22,2,1
170318,5,8,4,1
170319,3,21,80,1
170320,3,10,31,1
170321,4,12,14,1
170322,1,22,14,1
170323,6,16,4,1
170324,7,14,4,1
170326,5,15,21,1
170328,2,19,80,1
170329,3,10,6,1
170331,1,22,5,1
170332,6,18,80,1
170333,7,6,4,1
170334,5,11,4,1
170335,7,13,4,1
170336,2,16,4,1
170337,7,17,14,1
170339,3,18,15,1
170340,4,22,80,1
170341,5,13,30,1
170342,5,9,5,1
170344,4,1,2,1
170345,7,18,80,1
170346,3,17,3,1
170347,2,22,80,1
170348,7,21,4,1
170349,5,6,4,1
170350,1,1,4,1
170352,2,5,14,1
170353,1,13,80,1
170354,4,0,66,1
170356,1,4,14,1
170358,7,16,80,1
170359,1,22,4,1
170360,2,15,30,1
170361,7,22,31,1
170363,1,5,4,1
170365,4,5,14,1
170369,3,6,2,1
170370,3,7,2,1
170371,2,12,31,1
170372,7,5,4,1
170373,2,8,31,1
170375,7,5,4,1
170376,2,23,14,1
170377,7,21,4,1
170378,2,13,4,1
170379,2,23,4,1
170380,6,1,14,1
170381,6,18,4,1
170382,1,6,4,1
170383,3,7,99,1
170385,7,1,2,1
170386,6,11,80,1
170387,1,14,31,1
170388,5,13,80,1
170389,5,11,90,1
170390,7,13,4,1
170391,7,18,80,1
170392,6,15,66,1
170393,7,16,14,1
170394,2,16,16,1
170395,7,12,4,1
170396,2,22,30,1
170397,5,12,14,1
170398,1,19,80,1
170399,6,20,31,1
170401,2,21,4,1
170402,4,3,80,1
170403,6,0,3,1
170404,2,1,4,1
170405,6,13,2,1
170406,7,12,14,1
170407,1,8,31,1
170409,3,7,30,1
170411,7,6,4,1
170412,6,22,4,1
170413,1,6,40,1
170415,1,0,90,1
170416,1,16,4,1
170419,7,0,14,1
170420,1,13,14,1
170421,7,6,4,1
170422,2,15,14,1
170423,3,13,4,1
170424,7,4,2,1
170425,1,20,80,1
170426,3,14,22,1
170427,4,20,14,1
170428,3,15,3,1
170429,7,20,90,1
170430,5,22,4,1
170431,5,18,4,1
170432,3,15,2,1
170433,6,10,66,1
170435,4,13,15,1
170436,1,19,80,1
170437,3,10,15,1
170438,2,9,4,1
170439,3,6,80,1
170440,5,13,4,1
170441,2,16,90,1
170442,4,11,4,1
170443,3,16,21,1
170445,5,11,6,1
170446,2,13,4,1
170447,1,17,4,1
170448,5,14,16,1
170449,5,7,80,1
170450,7,18,30,1
170451,1,23,80,1
170452,4,10,4,1
170453,1,16,80,1
170454,6,11,4,1
170455,5,17,30,1
170456,1,7,31,1
170457,4,19,4,1
170458,1,2,31,1
170459,5,13,20,1
170460,5,17,31,1
170461,1,22,80,1
170462,2,16,4,1
170463,5,16,15,1
170464,4,4,80,1
170465,3,16,4,1
170466,1,0,4,1
170467,7,22,14,1
170468,2,16,14,1
170469,5,15,6,1
170470,3,19,4,1
170471,1,17,89,1
170472,7,23,4,1
170473,1,8,14,1
170474,7,23,2,1
170475,1,17,6,1
170476,7,21,80,1
170478,6,23,80,1
170479,2,10,20,1
170480,6,14,4,1
170481,5,5,80,1
170482,2,22,4,1
170483,7,23,14,1
170484,6,4,20,1
170485,7,21,31,1
170486,4,22,31,1
170487,7,18,90,1
170488,4,13,4,1
170490,5,19,14,1
170491,3,18,80,1
170492,6,13,15,1
170494,1,1,80,1
170495,4,11,4,1
170496,2,4,31,1
170498,4,0,80,1
170499,7,20,80,1
170500,4,20,15,1
170501,4,20,80,1
170502,5,0,15,1
170503,7,20,31,1
170504,1,8,6,1
170505,6,15,4,1
170506,1,21,4,1
170507,7,10,14,1
170509,5,6,80,1
170510,2,21,80,1
170512,6,20,4,1
170513,5,7,3,1
170514,1,11,80,1
170515,2,19,5,1
170517,7,12,31,1
170518,1,13,15,1
170519,3,13,2,1
170521,2,15,31,1
170522,2,15,31,1
170523,5,22,14,1
170525,2,14,31,1
170526,4,22,15,1
170527,3,18,1,1
170528,6,13,31,1
170530,7,21,14,1
170531,2,20,97,1
170534,1,20,80,1
170536,2,17,4,1
170537,5,8,66,1
170538,7,8,6,1
170539,2,20,66,1
170540,2,20,4,1
170542,1,5,80,1
170543,3,16,4,1
170544,7,16,15,1
170545,2,14,99,1
170546,7,15,4,1
170547,6,19,9,1
170549,5,22,99,1
170550,7,22,31,1
170551,6,13,4,1
170552,3,10,21,1
170553,5,7,14,1
170554,6,13,80,1
170555,7,12,4,1
170556,6,14,20,1
170557,7,13,4,1
170558,6,23,31,1
170559,4,14,4,1
170560,5,13,16,1
170561,1,0,14,1
170562,2,5,14,1
170564,4,13,4,1
170565,6,19,2,1
170566,7,11,4,1
170567,7,10,15,1
170568,7,3,4,1
170569,1,22,80,1
170570,4,2,4,1
170572,6,1,80,1
170573,2,22,6,1
170574,5,15,4,1
170575,1,18,80,1
170576,1,17,80,1
170579,4,15,6,1
170581,1,15,80,1
170582,6,13,4,1
170584,7,15,80,1
170585,1,18,20,1
170586,3,10,4,1
170587,6,4,4,1
170588,7,8,4,1
170589,6,12,14,1
170590,3,15,50,1
170592,4,19,14,1
170593,2,7,4,1
170594,7,16,80,1
170595,3,16,66,1
170596,6,22,14,1
170597,6,19,4,1
170598,1,18,80,1
170599,1,3,4,1
170600,1,22,4,1
170601,2,5,15,1
170602,2,23,80,1
170603,4,5,20,1
170604,4,11,4,1
170605,4,18,30,1
170606,7,14,4,1
170607,7,12,31,1
170608,6,3,4,1
170609,6,18,4,1
170610,7,1,4,1
170611,7,16,31,1
170613,6,15,20,1
170614,1,5,15,1
170615,4,8,4,1
170616,2,0,80,1
170617,6,7,4,1
170618,1,0,31,1
170619,1,21,5,1
170620,6,7,4,1
170621,4,3,4,1
170623,5,11,4,1
170624,7,12,31,1
170625,4,19,6,1
170626,2,18,89,1
170627,1,21,66,1
170628,5,9,62,1
170629,7,23,4,1
170631,1,15,20,1
170632,1,2,4,1
170633,3,7,5,1
170634,3,17,5,1
170635,4,15,15,1
170636,7,20,4,1
170637,1,15,31,1
170640,6,23,83,1
170641,1,13,90,1
170642,2,21,31,1
170643,1,18,14,1
170644,3,19,4,1
170645,1,0,20,1
170646,3,17,20,1
170647,2,9,4,1
170648,4,13,62,1
170650,4,20,31,1
170651,4,7,4,1
170652,1,19,21,1
170653,4,21,4,1
170654,1,20,80,1
170655,1,2,4,1
170656,2,10,15,1
170657,2,13,90,1
170658,7,17,80,1
170659,6,13,14,1
170660,2,15,4,1
170661,2,0,14,1
170662,5,19,63,1
170663,3,7,4,1
170664,3,19,20,1
170665,1,19,4,1
170666,7,19,80,1
170667,1,1,90,1
170668,3,5,15,1
170669,1,15,20,1
170670,3,17,4,1
170671,5,13,4,1
170672,1,10,4,1
170673,1,19,2,1
170674,1,2,80,1
170676,6,7,95,1
170677,7,15,80,1
170678,5,5,99,1
170679,7,4,4,1
170680,6,18,16,1
170681,2,5,14,1
170682,7,23,31,1
170683,2,22,99,1
170684,1,19,1,1
170685,7,16,80,1
170686,5,20,31,1
170687,1,21,4,1
170688,3,11,4,1
170690,7,3,4,1
170692,4,12,15,1
170694,7,0,4,1
170695,7,16,14,1
170696,1,0,30,1
170698,6,6,14,1
170699,2,16,31,1
170700,2,14,14,1
170701,3,18,14,1
170702,1,11,4,1
170703,6,2,4,1
170704,3,21,14,1
170705,4,10,80,1
170706,1,23,4,1
170707,3,0,14,1
170708,5,19,80,1
170709,1,0,4,1
170710,5,21,14,1
170711,5,18,4,1
170712,6,18,5,1
170713,7,16,80,1
170715,7,3,4,1
170716,6,20,20,1
170717,6,16,4,1
170718,2,21,52,1
170719,1,2,20,1
170720,7,12,14,1
170721,2,17,14,1
170723,4,14,14,1
170724,4,10,2,1
170725,6,2,4,1
170726,2,13,80,1
170727,7,12,14,1
170728,3,16,80,1
170730,2,18,4,1
170731,3,5,2,1
170732,7,17,80,1
170733,6,14,14,1
170734,7,21,50,1
170735,3,22,80,1
170736,5,19,80,1
170738,3,17,14,1
170739,7,8,31,1
170740,4,7,14,1
170741,6,6,15,1
170742,7,9,80,1
170743,6,7,31,1
170744,2,15,6,1
170745,4,7,15,1
170746,5,17,16,1
170747,3,21,5,1
170748,4,6,30,1
170749,6,15,4,1
170750,4,19,20,1
170751,2,15,4,1
170752,2,20,31,1
170753,5,10,4,1
170754,7,18,80,1
170755,6,18,4,1
170756,1,19,4,1
170757,7,19,20,1
170758,1,3,31,1
170759,2,18,4,1
170760,3,0,15,1
170761,3,16,80,1
170763,3,16,4,1
170764,4,16,2,1
170765,7,17,4,1
170766,5,22,4,1
170767,7,19,80,1
170768,3,9,14,1
170770,3,16,14,1
170771,1,17,4,1
170772,1,17,4,1
170773,4,7,31,1
170774,4,18,31,1
170775,5,9,4,1
170776,2,10,4,1
170777,6,16,66,1
170778,2,12,4,1
170779,4,17,4,1
170781,7,15,80,1
170782,7,14,14,1
170783,1,6,4,1
170784,2,6,4,1
170785,6,10,2,1
170786,1,21,31,1
170787,6,5,4,1
170788,1,21,66,1
170789,6,0,14,1
170790,6,22,3,1
170791,2,20,3,1
170792,7,3,14,1
170793,3,20,4,1
170794,3,23,80,1
170795,7,8,31,1
170796,1,2,80,1
170798,1,7,31,1
170799,3,17,4,1
170801,4,5,4,1
170802,3,13,71,1
170803,3,16,31,1
170804,7,7,4,1
170805,2,5,4,1
170806,7,16,20,1
170808,7,6,4,1
170809,4,12,4,1
170810,6,22,30,1
170811,7,23,31,1
170813,5,7,80,1
170815,6,7,14,1
170816,2,17,21,1
170817,3,4,15,1
170818,5,15,4,1
170819,6,9,4,1
170820,6,1,14,1
170821,7,5,14,1
170822,7,17,14,1
170823,2,7,14,1
170824,1,16,4,1
170825,7,23,6,1
170826,1,8,31,1
170827,7,23,31,1
170828,3,17,4,1
170829,5,16,15,1
170830,1,16,14,1
170831,1,5,15,1
170832,2,5,31,1
170833,5,15,4,1
170834,6,7,4,1
170835,5,22,20,1
170836,6,18,31,1
170837,4,8,14,1
170838,5,1,99,1
170839,5,17,4,1
170840,7,23,6,1
170842,6,1,14,1
170844,3,13,14,1
170845,1,23,4,1
170846,4,11,4,1
170847,6,4,62,1
170848,5,17,80,1
170849,7,7,31,1
170850,1,3,31,1
170851,2,6,30,1
170852,4,22,90,1
170853,7,13,4,1
170854,7,2,14,1
170855,6,9,4,1
170856,1,22,2,1
170857,2,11,4,1
170858,2,17,14,1
170859,3,11,31,1
170860,4,15,4,1
170861,6,17,4,1
170862,1,21,4,1
170863,7,8,4,1
170864,4,3,15,1
170867,2,16,4,1
170868,4,3,6,1
170870,5,11,4,1
170871,6,11,4,1
170873,1,17,20,1
170874,1,13,4,1
170877,3,20,31,1
170878,3,7,4,1
170880,6,16,80,1
170881,3,15,4,1
170882,5,21,4,1
170883,7,6,4,1
170884,2,6,52,1
170885,2,7,14,1
170886,5,15,20,1
170887,7,2,58,1
170888,3,13,4,1
170889,4,14,4,1
170890,2,2,4,1
170891,6,23,80,1
170892,7,15,4,1
170893,5,12,80,1
170894,5,23,4,1
170895,2,14,14,1
170896,4,0,4,1
170897,5,9,5,1
170898,2,20,2,1
170899,1,2,4,1
170900,3,19,4,1
170901,5,22,51,1
170902,2,20,14,1
170903,5,0,80,1
170904,2,22,80,1
170905,2,10,48,1
170906,4,7,4,1
170907,3,3,15,1
170908,5,6,4,1
170909,5,10,14,1
170910,1,2,15,1
170911,5,1,4,1
170914,6,22,4,1
170915,1,3,4,1
170917,6,21,14,1
170918,2,17,4,1
170919,6,20,9,1
170920,5,16,4,1
170921,7,10,58,1
170922,7,1,40,1
170923,7,4,20,1
170924,7,12,4,1
170925,6,8,4,1
170926,7,17,20,1
170927,7,3,4,1
170928,2,9,4,1
170929,2,23,5,1
170930,6,19,80,1
170932,6,23,2,1
170933,3,13,4,1
170934,1,1,30,1
170935,7,1,4,1
170936,7,19,4,1
170938,2,12,14,1
170939,3,7,4,1
170940,1,16,6,1
170942,3,13,4,1
170944,6,5,4,1
170945,3,14,4,1
170947,6,22,14,1
170948,3,15,4,1
170949,5,23,20,1
170950,2,3,4,1
170951,3,15,14,1
170952,3,17,52,1
170953,3,15,21,1
170955,3,22,4,1
170956,5,13,6,1
170957,4,23,99,1
170958,5,19,10,1
170959,7,1,20,1
170960,4,17,4,1
170961,5,20,4,1
170962,5,22,31,1
170963,2,9,20,1
170964,2,19,49,1
170965,6,4,4,1
170966,2,4,14,1
170967,1,3,4,1
170968,6,16,4,1
170969,1,22,20,1
170970,7,17,4,1
170971,2,7,31,1
170973,5,17,31,1
170974,5,0,15,1
180001,5,1,4,1
180002,6,5,31,1
180003,5,2,14,1
180004,7,3,4,1
180005,2,12,14,1
180007,4,16,4,1
180008,7,8,14,1
180009,6,2,15,1
180011,3,9,4,1
180012,5,9,4,1
180013,6,15,4,1
180015,5,5,4,1
180016,1,4,14,1
180017,7,3,2,1
180018,7,17,4,1
180020,6,8,4,1
180021,4,18,4,1
180022,4,17,15,1
180023,6,3,66,1
180024,4,18,31,1
180025,3,12,15,1
180026,4,7,30,1
180027,1,4,4,1
180030,3,1,4,1
180031,2,11,14,1
180032,7,7,31,1
180033,1,22,14,1
180036,1,16,2,1
180037,1,16,31,1
180038,4,15,4,1
180039,3,2,66,1
180040,6,9,4,1
180041,6,22,2,1
180042,6,13,31,1
180043,6,2,2,1
180044,5,13,4,1
180045,6,19,14,1
180046,6,14,66,1
180047,3,5,21,1
180049,2,18,14,1
180050,1,12,31,1
180051,7,0,90,1
180052,1,19,14,1
180053,3,20,31,1
180054,6,21,14,1
180055,3,10,14,1
180056,6,23,4,1
180057,6,16,20,1
180059,7,19,4,1
180061,1,9,4,1
180062,4,11,30,1
180063,4,15,62,1
180064,4,9,4,1
180065,4,14,31,1
180066,5,7,6,1
180067,3,15,4,1
180068,6,17,14,1
180069,1,18,4,1
180070,5,18,3,1
180071,1,15,14,1
180072,3,19,3,1
180073,3,9,4,1
180074,5,5,4,1
180075,2,20,2,1
180076,2,9,3,1
180077,7,10,21,1
180079,5,12,4,1
180080,7,13,88,1
180081,1,2,4,1
180083,3,7,31,1
180084,7,9,2,1
180085,1,16,14,1
180086,5,22,4,1
180087,5,23,4,1
180088,6,4,20,1
180089,6,23,6,1
180090,1,11,15,1
180091,7,11,30,1
180092,7,14,31,1
180093,2,16,20,1
180094,3,17,14,1
180095,1,5,1,1
180096,1,19,4,1
180097,5,20,4,1
180098,5,9,14,1
180099,6,7,31,1
180100,3,16,14,1
180101,5,5,30,1
180102,3,12,20,1
180103,2,9,14,1
180104,2,7,80,1
180105,4,5,15,1
180107,3,10,31,1
180108,4,7,4,1
180109,6,5,31,1
180110,7,16,31,1
180111,6,21,14,1
180112,7,15,4,1
180113,5,8,20,1
180114,7,22,14,1
180115,7,11,4,1
180116,3,8,14,1
180118,7,14,14,1
180119,7,17,14,1
180120,1,16,6,1
180121,2,21,31,1
180122,7,20,31,1
180124,7,1,4,1
180125,3,21,66,1
180126,2,19,15,1
180127,4,17,4,1
180128,4,14,2,1
180129,4,10,6,1
180130,5,6,31,1
180131,2,3,31,1
180132,3,22,4,1
180134,5,7,4,1
180135,7,9,4,1
180136,1,3,4,1
180137,2,17,4,1
180138,1,20,4,1
180139,4,7,14,1
180140,3,22,14,1
180141,2,21,66,1
180143,2,21,4,1
180144,7,22,14,1
180145,5,5,31,1
180146,6,13,15,1
180147,7,19,4,1
180149,2,20,31,1
180151,4,20,31,1
180152,1,2,20,1
180153,2,20,20,1
180154,2,5,20,1
180155,4,12,4,1
180156,5,19,4,1
180157,4,14,80,1
180160,5,14,4,1
180161,6,7,2,1
180162,7,11,4,1
180163,7,18,2,1
180164,7,11,63,1
180165,7,20,80,1
180166,7,16,4,1
180167,1,3,4,1
180168,7,21,4,1
180170,6,4,14,1
180171,1,7,4,1
180172,2,21,4,1
180173,4,12,14,1
180174,7,23,4,1
180175,6,17,4,1
180176,1,3,20,1
180177,5,11,14,1
180178,3,7,2,1
180179,3,14,4,1
180181,6,20,20,1
180182,3,17,3,1
180184,3,6,21,1
180185,5,14,2,1
180186,7,16,4,1
180188,6,16,31,1
180189,7,15,31,1
180190,1,10,31,1
180191,3,7,4,1
180192,1,17,4,1
180193,3,21,2,1
180194,2,20,14,1
180195,5,11,4,1
180196,7,13,31,1
180197,7,23,99,1
180198,5,9,99,1
180199,1,2,15,1
180200,4,17,4,1
180201,5,21,31,1
180202,6,9,4,1
180204,1,0,80,1
180205,1,4,14,1
180206,7,18,31,1
180207,2,17,31,1
180209,1,2,4,1
180210,4,19,81,1
180211,3,1,15,1
180212,7,13,31,1
180213,2,14,14,1
180214,6,20,4,1
180215,1,13,31,1
180216,5,18,31,1
180217,3,19,31,1
180218,5,16,20,1
180219,6,11,31,1
180220,6,15,31,1
180221,6,14,2,1
180222,1,8,4,1
180223,1,22,80,1
180224,6,14,20,1
180225,1,21,4,1
180226,6,12,66,1
180227,7,22,4,1
180228,2,19,80,1
180229,2,6,4,1
180230,2,0,31,1
180231,3,4,4,1
180232,2,7,4,1
180233,5,17,6,1
180234,4,17,66,1
180235,1,11,80,1
180236,7,3,4,1
180237,4,6,2,1
180238,7,21,80,1
180239,3,11,66,1
180240,3,10,2,1
180241,7,23,4,1
180242,3,7,4,1
180243,3,6,4,1
180244,3,12,31,1
180246,7,15,4,1
180247,4,13,5,1
180248,5,1,4,1
180249,1,17,4,1
180250,6,23,4,1
180251,3,22,31,1
180252,2,22,2,1
180253,3,8,50,1
180254,6,13,4,1
180255,2,0,14,1
180256,1,11,4,1
180257,1,3,14,1
180258,7,22,4,1
180259,6,16,4,1
180261,1,20,31,1
180262,2,14,4,1
180263,6,17,88,1
180265,4,21,31,1
180266,5,13,14,1
180267,3,11,63,1
180268,3,18,66,1
180269,3,12,1,1
180270,4,14,2,1
180271,2,18,4,1
180273,7,0,80,1
180274,1,15,31,1
180275,7,23,4,1
180276,3,22,80,1
180277,4,3,4,1
180278,6,22,99,1
180279,5,17,4,1
180280,6,15,62,1
180281,4,21,99,1
180282,6,16,14,1
180283,7,17,80,1
180284,7,20,80,1
180285,4,2,4,1
180286,3,14,30,1
180287,7,19,90,1
180288,5,14,14,1
180289,1,10,30,1
180290,2,2,31,1
180291,3,20,80,1
180293,3,21,14,1
180294,3,19,14,1
180296,7,22,5,1
180297,1,4,14,1
180298,5,14,80,1
180299,2,8,15,1
180300,3,3,4,1
180301,4,7,4,1
180302,6,18,80,1
180303,6,3,4,1
180304,2,8,14,1
180305,7,0,4,1
180308,5,6,4,1
180309,3,13,6,1
180310,2,5,20,1
180311,5,22,4,1
180312,2,20,4,1
180313,3,7,14,1
180314,4,22,4,1
180315,5,21,4,1
180317,1,2,6,1
180318,7,3,80,1
180319,4,1,4,1
180320,6,18,6,1
180321,1,20,31,1
180323,5,18,90,1
180324,7,3,14,1
180325,7,22,80,1
180326,2,0,4,1
180327,4,9,4,1
180328,4,5,16,1
180329,6,0,4,1
180330,2,15,4,1
180331,1,11,4,1
180332,3,18,20,1
180333,3,10,31,1
180334,4,15,4,1
180338,6,16,2,1
180339,6,15,4,1
180340,6,2,80,1
180341,2,3,99,1
180342,2,13,4,1
180343,6,13,20,1
180344,7,0,31,1
180345,1,23,31,1
180346,3,19,14,1
180347,4,14,80,1
180348,6,12,4,1
180349,7,0,6,1
180350,5,15,66,1
180351,6,10,66,1
180352,2,12,4,1
180353,3,0,66,1
180354,3,19,81,1
180355,3,6,66,1
180356,6,13,4,1
180358,5,6,14,1
180359,6,3,4,1
180360,6,15,15,1
180362,1,11,4,1
180363,5,12,4,1
180364,1,1,80,1
180366,4,6,14,1
180367,7,14,90,1
180368,3,20,4,1
180369,5,9,4,1
180370,6,14,4,1
180371,6,17,31,1
