ST_CASE,SUMSPEEDREL,STATE,FATAL_COUNT_x,SUMMDRDSTRD,DAY_WEEK,HOUR,BODY_TYP
360806,0,36,1,0,1,10,14
360807,4,36,1,0,7,1,14
360808,0,36,1,17,3,6,52
360809,0,36,1,0,3,10,80
360810,0,36,1,0,5,19,4
360811,5,36,1,0,7,22,30
360812,3,36,1,0,6,7,4
360813,0,36,1,17,3,23,4
360814,0,36,1,1,1,17,14
360815,9,36,1,0,5,20,51
360816,0,36,1,0,1,7,52
360817,0,36,1,17,5,8,63
360818,0,36,2,0,5,23,4
360819,0,36,1,1,6,17,4
360820,0,36,1,0,7,21,4
360821,0,36,1,0,1,0,14
360822,0,36,1,0,6,17,4
360823,20,36,1,0,4,6,15
360824,4,36,2,0,6,21,4
360825,0,36,1,1,6,20,4
360826,0,36,1,0,5,19,61
360827,0,36,1,0,7,10,4
360828,0,36,1,0,7,21,80
360829,0,36,1,0,2,12,6
360830,5,36,1,0,1,17,80
360831,0,36,1,0,1,18,14
360832,4,36,1,0,1,6,4
360833,0,36,1,0,4,21,20
360834,0,36,1,0,2,13,81
360835,5,36,1,0,2,11,4
360836,0,36,1,0,6,21,4
360837,0,36,1,0,3,8,31
360838,5,36,1,0,3,14,5
360839,0,36,1,0,3,9,31
360840,0,36,1,0,6,20,4
360841,0,36,1,0,4,11,99
360842,0,36,1,0,6,21,99
360843,3,36,1,0,1,0,80
360844,0,36,1,0,4,5,31
360845,0,36,1,0,2,8,31
360846,5,36,1,0,4,20,4
360847,0,36,1,0,2,21,14
360848,3,36,1,0,2,17,4
360849,5,36,2,0,3,2,14
360850,8,36,1,16,2,11,6
360851,0,36,1,0,3,16,4
360852,5,36,1,0,2,5,4
360853,0,36,1,0,3,22,4
360854,5,36,1,0,7,17,14
360855,0,36,1,0,3,18,14
360856,0,36,1,0,4,16,31
360857,0,36,1,0,4,20,4
360858,5,36,1,0,4,3,4
360859,0,36,1,0,7,2,31
360860,3,36,1,0,7,3,4
360861,0,36,1,0,5,19,20
360862,0,36,1,17,7,4,4
360863,3,36,1,0,1,19,4
360864,0,36,1,0,1,17,31
360865,0,36,1,0,2,13,4
360866,0,36,1,1,3,17,20
360867,0,36,1,0,3,18,20
360868,0,36,1,17,4,22,12
360869,0,36,1,99,4,19,99
360870,0,36,1,0,6,20,31
360871,5,36,1,0,4,23,4
360872,0,36,1,17,4,17,4
360873,0,36,1,0,7,2,4
360874,0,36,1,0,7,0,3
360875,0,36,1,0,1,5,14
360876,0,36,1,0,4,19,4
360877,0,36,1,17,2,11,52
360878,5,36,1,0,3,21,4
360879,0,36,1,17,4,21,2
360880,0,36,1,0,4,16,52
360881,0,36,1,3,5,19,4
360882,0,36,1,0,5,6,14
360883,5,36,1,0,5,19,4
360884,0,36,1,0,6,17,4
360885,0,36,1,0,2,13,14
360886,4,36,2,34,6,2,4
360887,4,36,1,0,1,1,14
360888,5,36,1,0,1,9,4
360889,0,36,1,3,1,17,4
360890,0,36,1,0,3,18,4
360891,4,36,1,0,5,1,4
360892,3,36,2,0,5,0,4
360893,0,36,1,0,3,13,4
360894,0,36,2,0,6,17,66
360895,4,36,1,0,3,0,4
360896,9,36,1,17,5,21,99
360897,0,36,1,0,4,5,63
360898,5,36,1,0,4,6,14
360899,0,36,1,0,5,11,4
360900,0,36,1,0,5,23,80
360901,4,36,1,0,4,15,1
360902,5,36,1,0,6,19,66
360903,0,36,1,0,6,19,14
360904,0,36,1,0,4,18,31
360905,0,36,1,0,7,18,4
360906,5,36,1,0,6,23,66
360907,4,36,1,0,7,6,16
360908,0,36,2,0,6,15,3
360909,0,36,1,0,5,23,80
360910,0,36,1,0,2,10,15
360911,0,36,1,0,7,14,90
360912,0,36,1,0,7,9,14
360913,0,36,1,0,1,2,14
360914,5,36,1,0,1,1,1
360915,0,36,1,0,6,22,5
360916,5,36,1,0,1,22,4
360917,0,36,1,17,1,3,2
360918,0,36,1,0,1,17,15
360919,4,36,1,0,1,5,4
360920,9,36,1,0,2,6,99
360921,0,36,1,0,2,17,80
360922,0,36,1,0,2,19,4
360923,0,36,1,0,3,22,4
360924,0,36,1,0,2,20,4
360925,0,36,1,0,3,11,4
360926,0,36,1,0,1,15,20
360927,4,36,1,0,1,5,31
360928,0,36,1,0,1,18,4
360929,0,36,1,1,4,6,4
360930,0,36,1,0,5,17,4
360931,5,36,1,0,4,22,4
360932,0,36,1,17,4,8,4
360933,3,36,1,0,1,16,14
360934,0,36,1,0,5,9,4
360935,5,36,1,0,5,11,30
360936,0,36,1,0,1,5,14
360937,0,36,1,0,2,17,52
360938,0,36,1,0,7,21,14
360939,0,36,1,0,3,16,14
360940,3,36,1,0,4,4,5
360941,0,36,1,17,3,9,15
360942,0,36,1,0,4,13,14
360943,4,36,1,0,4,6,14
360944,0,36,1,0,6,22,31
360945,0,36,1,0,4,17,66
360946,0,36,1,0,6,19,4
360947,4,36,1,0,6,18,31
360948,0,36,1,0,5,15,3
360949,0,36,1,0,3,19,80
360950,5,36,1,0,1,23,80
360951,0,36,1,0,3,13,66
360952,5,36,1,0,4,3,4
360953,0,36,1,0,4,10,21
360954,0,36,1,0,6,21,14
360955,0,36,1,0,6,0,30
360956,0,36,1,0,2,15,2
360957,5,36,1,0,2,18,15
360958,4,36,1,0,4,5,4
360959,4,36,1,17,1,3,2
360960,0,36,1,0,4,10,14
360961,0,36,1,0,5,13,4
360962,0,36,1,0,6,11,4
360963,0,36,1,0,7,13,80
360964,0,36,1,0,6,11,2
360965,0,36,1,0,5,14,4
360966,0,36,1,0,7,9,31
360967,0,36,1,0,6,17,31
360968,0,36,1,0,5,6,14
360969,0,36,1,0,5,5,4
360970,0,36,1,0,5,11,14
360971,4,36,1,0,6,3,2
360972,0,36,1,0,7,17,4
360973,0,36,1,17,3,6,63
360974,5,36,1,0,6,1,4
360975,5,36,1,0,3,20,31
360976,0,36,1,17,3,13,63
360977,5,36,1,0,4,18,6
360978,0,36,1,1,5,14,31
360979,0,36,1,0,5,16,21
360980,5,36,1,0,4,5,4
360981,0,36,1,0,6,3,99
360982,0,36,1,0,2,16,14
360983,0,36,1,0,7,21,14
360984,0,36,1,0,1,19,31
360985,5,36,2,0,7,4,2
360986,5,36,1,0,4,19,80
360987,0,36,1,0,4,21,6
360988,0,36,1,0,7,17,6
360989,5,36,1,0,3,1,4
360990,0,36,1,0,4,17,14
360991,0,36,1,0,5,10,14
360992,0,36,1,0,3,1,66
360993,0,36,1,0,3,15,15
360994,0,36,1,0,1,10,2
360995,0,36,1,0,7,2,14
360996,0,36,1,0,1,14,4
360997,0,36,1,0,1,21,4
360998,0,36,1,0,7,18,20
360999,5,36,1,0,1,15,2
361000,0,36,1,9,4,14,4
361001,0,36,1,99,3,18,4
361002,0,36,1,0,4,5,4
361003,0,36,1,0,5,22,4
361004,0,36,1,99,6,17,99
361005,0,36,1,0,5,17,5
361006,0,36,1,0,3,23,14
361007,0,36,1,12,2,18,4
361008,5,36,1,10,7,20,14
361009,4,36,1,0,5,15,4
361010,0,36,1,0,1,22,4
361011,9,36,1,0,2,22,99
361012,0,36,1,0,1,19,99
361013,0,36,1,0,6,6,14
361014,0,36,1,0,3,16,31
361015,3,36,1,6,4,0,4
361016,0,36,1,0,6,12,14
361017,0,36,1,0,6,14,4
361018,0,36,1,0,2,9,4
361019,0,36,1,17,4,0,21
361020,5,36,1,0,5,8,4
361021,4,36,1,0,1,19,4
361022,9,36,1,0,6,22,20
361023,3,36,1,0,7,6,20
361024,0,36,1,17,1,20,31
361025,3,36,1,0,1,0,31
361026,0,36,1,0,2,17,4
361027,0,36,1,0,7,4,4
361028,8,36,1,33,1,3,4
361029,3,36,1,0,5,1,4
361030,0,36,1,17,6,8,14
361031,3,36,1,0,4,11,4
361032,0,36,1,0,7,11,21
361033,3,36,1,0,5,5,2
361034,0,36,2,0,5,7,14
361035,4,36,1,0,5,8,14
361036,0,36,1,0,3,17,15
361037,3,36,1,0,1,13,80
361038,4,36,1,17,6,15,15
361039,0,36,1,0,4,19,14
361040,0,36,1,0,1,16,20
361041,0,36,1,17,5,19,14
361042,0,36,1,17,6,8,14
361043,4,36,1,17,4,11,4
361044,0,36,1,0,3,23,4
361045,0,36,1,0,6,14,15
361046,4,36,>2,0,3,10,4
361047,4,36,>2,0,4,11,4
361048,0,36,1,17,5,20,6
361049,0,36,1,0,5,8,4
361050,0,36,2,17,4,8,20
370001,3,37,1,11,5,11,14
370002,0,37,1,0,5,7,4
370003,0,37,1,93,6,5,2
370004,3,37,1,0,7,23,2
370006,0,37,1,0,5,3,4
370007,0,37,1,0,3,14,80
370008,0,37,1,0,4,13,31
370009,3,37,1,0,5,21,4
370010,0,37,1,93,7,17,31
370011,3,37,1,0,6,2,4
370012,0,37,1,0,6,16,4
370013,3,37,1,0,1,21,2
370014,0,37,1,0,6,6,4
370015,4,37,1,93,3,18,4
370016,3,37,1,0,7,21,4
370017,0,37,1,0,3,7,4
370018,0,37,1,0,7,23,14
370019,0,37,1,0,3,18,20
370020,0,37,1,0,3,7,4
370021,3,37,1,0,1,9,6
370022,0,37,1,0,5,23,4
370023,3,37,1,0,7,17,4
370024,3,37,1,0,5,21,14
370025,0,37,1,0,6,19,4
370026,0,37,1,0,1,21,4
370027,0,37,1,0,4,7,14
370028,4,37,>2,0,6,21,30
370029,3,37,1,0,3,16,2
370030,4,37,1,0,1,17,80
370031,0,37,1,0,2,21,14
370032,0,37,1,0,3,14,66
370033,0,37,1,0,5,12,4
370034,0,37,1,0,1,20,31
370035,3,37,1,0,7,20,31
370036,0,37,1,0,7,18,30
370037,0,37,1,0,7,2,4
370038,0,37,1,0,3,18,4
370039,4,37,1,93,7,16,15
370040,0,37,1,0,7,19,4
370041,3,37,1,0,6,5,14
370042,4,37,1,0,6,6,4
370043,0,37,1,0,7,13,4
370044,0,37,1,0,7,7,2
370045,0,37,1,0,4,18,4
370046,0,37,1,0,5,2,4
370047,0,37,1,0,6,19,4
370048,0,37,1,0,3,16,4
370049,3,37,2,0,6,17,31
370050,4,37,1,0,2,7,31
370051,4,37,1,0,4,7,2
370052,4,37,1,0,5,14,31
370053,5,37,1,0,6,14,14
370054,3,37,1,0,6,22,4
370055,0,37,1,0,6,23,4
370056,3,37,1,0,2,0,4
370057,0,37,1,0,4,17,14
370058,0,37,1,0,4,8,67
370059,0,37,1,93,4,18,14
370060,3,37,1,0,7,5,4
370061,4,37,1,0,3,4,16
370062,3,37,1,0,3,13,4
370063,0,37,1,0,2,19,31
370064,4,37,1,0,4,6,14
370065,3,37,2,0,3,22,4
370066,0,37,1,0,4,8,63
370067,0,37,1,0,4,1,4
370068,0,37,1,0,4,10,14
370069,0,37,1,0,3,15,21
370070,0,37,1,0,6,5,20
370071,0,37,1,0,7,2,99
370072,0,37,1,0,6,21,31
370073,0,37,1,0,7,22,6
370074,3,37,1,0,1,2,4
370075,0,37,1,0,6,16,4
370076,0,37,1,0,3,19,4
370077,3,37,2,0,4,15,30
370078,0,37,1,0,3,10,14
370079,0,37,1,0,3,18,30
370080,3,37,1,0,1,1,4
370081,18,37,2,0,7,11,4
370082,3,37,1,0,1,1,80
370083,0,37,1,0,1,17,90
370084,3,37,1,0,7,23,4
370085,4,37,1,0,7,13,4
370086,0,37,1,0,6,19,14
370088,3,37,1,0,5,14,63
370089,0,37,1,0,5,19,15
370090,0,37,1,0,1,9,31
370091,0,37,1,0,7,12,4
370092,0,37,1,0,1,8,4
370093,0,37,1,0,2,11,4
370094,3,37,1,0,1,19,4
370095,0,37,1,0,2,21,66
370096,3,37,1,0,4,7,6
370097,3,37,1,0,2,16,2
370098,0,37,1,0,3,18,4
370099,0,37,1,0,6,12,63
370100,3,37,1,0,6,15,4
370101,0,37,1,0,1,19,4
370102,0,37,1,0,7,18,4
370103,4,37,1,0,6,7,30
370104,3,37,1,0,3,13,4
370105,0,37,1,0,4,12,2
370106,4,37,1,0,1,14,4
370107,0,37,1,0,2,19,6
370108,0,37,1,0,5,5,4
370109,3,37,2,0,7,4,30
370110,3,37,1,0,6,4,4
370111,3,37,1,0,6,6,4
370112,0,37,1,15,7,18,4
370113,8,37,1,16,3,9,21
370114,4,37,1,0,2,19,4
370115,0,37,1,0,1,11,80
370116,0,37,1,0,6,6,14
370117,0,37,1,0,4,19,31
370118,0,37,1,0,3,19,14
370119,3,37,1,0,1,7,4
370120,3,37,1,0,7,7,2
370121,18,37,1,93,7,10,4
370122,0,37,1,0,5,19,20
370123,3,37,1,0,2,0,4
370124,0,37,1,0,2,11,4
370125,0,37,1,0,2,18,5
370126,4,37,1,0,3,11,4
370127,3,37,1,0,6,21,2
370128,0,37,1,0,5,18,31
370129,0,37,1,0,6,15,4
370130,13,37,1,192,2,12,31
370131,0,37,1,0,7,9,4
370132,0,37,2,0,7,20,14
370133,3,37,1,0,3,21,31
370134,0,37,1,0,7,10,31
370135,0,37,1,0,6,13,20
370136,0,37,1,0,7,20,2
370137,0,37,1,0,1,1,31
370138,3,37,1,0,1,17,80
370139,0,37,1,93,5,7,66
370140,0,37,1,0,7,1,15
370141,3,37,1,0,1,21,31
370142,3,37,1,0,7,1,14
370143,0,37,1,0,3,15,4
370145,0,37,1,0,3,11,2
370146,3,37,1,0,1,7,4
370147,0,37,1,0,4,16,31
370148,3,37,1,0,1,17,80
370149,3,37,1,0,2,3,80
370150,4,37,1,0,3,10,5
370151,0,37,2,0,7,17,30
370152,0,37,1,0,1,1,15
370153,0,37,1,0,6,15,31
370154,0,37,1,0,1,21,30
370155,3,37,1,0,4,14,4
370156,0,37,1,0,2,22,31
370157,9,37,1,0,4,12,31
370158,9,37,1,0,3,15,4
370159,4,37,1,0,3,15,66
370160,0,37,2,0,3,10,66
370161,4,37,1,0,4,10,14
370162,3,37,1,0,2,15,14
370163,3,37,1,0,5,21,2
370164,4,37,1,0,4,1,66
370165,3,37,1,0,1,15,14
370166,0,37,1,0,2,5,30
370167,0,37,1,0,3,23,4
370168,0,37,1,0,5,10,4
370169,0,37,1,0,4,11,4
370170,3,37,1,0,1,2,14
370171,0,37,1,0,4,23,2
370172,9,37,1,0,1,20,99
370173,4,37,1,0,7,5,4
370174,0,37,1,0,6,12,4
370175,0,37,1,0,1,14,31
370176,4,37,1,0,4,15,31
370177,3,37,1,0,1,20,4
370178,0,37,1,0,1,14,14
370179,0,37,1,0,4,10,14
370180,0,37,1,0,7,13,14
370181,0,37,1,0,6,12,4
370182,0,37,1,0,1,10,15
370183,0,37,1,0,3,11,4
370184,0,37,1,6,3,13,14
370185,0,37,1,0,4,17,4
370186,0,37,1,0,5,15,6
370187,0,37,1,0,2,15,31
370188,0,37,1,0,5,13,4
370189,0,37,1,93,1,13,4
370190,0,37,1,0,1,18,81
370191,0,37,1,0,1,13,20
370192,0,37,1,0,6,19,20
370193,0,37,1,0,4,11,4
370194,0,37,1,0,3,8,6
370195,3,37,1,0,7,19,14
370196,0,37,1,0,2,20,4
370197,3,37,1,0,3,21,80
370198,0,37,1,0,3,22,31
370199,3,37,>2,0,1,4,4
370200,3,37,1,0,4,19,4
370201,0,37,1,0,6,16,4
370202,3,37,1,1,3,18,2
370203,3,37,1,0,1,1,80
370204,0,37,1,0,5,9,15
370205,3,37,1,0,5,17,80
370206,0,37,1,93,6,6,30
370207,3,37,1,0,1,21,4
370208,0,37,1,0,3,13,80
370209,0,37,1,0,4,21,2
370210,27,37,1,0,7,20,5
370211,18,37,1,0,3,16,4
370212,0,37,1,0,7,16,31
370213,3,37,1,0,6,13,4
370214,5,37,1,0,4,19,31
370215,0,37,1,0,4,18,4
370216,0,37,1,0,6,4,15
370217,0,37,1,0,1,20,31
370218,0,37,1,0,7,20,31
370219,0,37,1,0,4,17,15
370220,0,37,1,0,7,0,2
370221,0,37,1,0,1,6,4
370222,3,37,1,0,6,4,14
370223,3,37,1,0,1,20,14
370224,3,37,1,0,2,10,14
370225,0,37,1,0,2,13,99
370226,3,37,1,93,7,2,14
370227,3,37,1,0,3,6,15
370228,0,37,1,93,3,14,2
370229,0,37,1,0,5,22,14
370230,0,37,1,0,6,12,15
370231,4,37,1,0,6,21,4
370232,3,37,1,0,5,20,14
370233,0,37,1,0,5,9,63
370234,0,37,1,0,3,22,14
370235,0,37,1,93,7,21,14
370236,0,37,1,0,3,8,4
370237,3,37,1,0,5,20,4
370238,0,37,1,0,7,2,4
370239,0,37,1,0,4,23,31
370240,0,37,1,0,2,15,4
370241,0,37,1,0,6,18,4
370242,3,37,1,0,7,19,4
370243,0,37,1,0,5,16,5
370244,0,37,1,93,7,17,81
370245,3,37,1,0,6,22,4
370246,4,37,1,0,6,21,80
370247,4,37,1,0,3,15,4
370248,3,37,1,0,6,19,2
370249,3,37,1,0,7,5,31
370250,0,37,1,0,4,22,80
370251,0,37,1,0,6,13,63
370252,3,37,2,0,7,20,4
370253,4,37,1,0,1,10,2
370254,0,37,1,0,1,11,4
370255,0,37,1,0,1,10,88
370256,0,37,1,0,4,17,80
370257,3,37,1,93,4,18,88
370258,0,37,1,0,4,22,4
370259,3,37,1,93,7,23,14
370260,0,37,1,0,6,13,6
370261,0,37,1,0,6,14,80
370262,3,37,1,0,3,21,2
370263,3,37,1,0,6,1,2
370264,3,37,1,0,1,16,31
370265,3,37,1,0,6,2,4
370266,0,37,1,0,6,17,4
370267,0,37,1,0,4,20,4
370268,3,37,1,0,2,18,4
370269,3,37,1,0,7,23,30
370270,4,37,1,0,6,15,80
370271,0,37,1,0,4,11,6
370272,0,37,1,0,1,2,31
370273,0,37,1,0,2,5,2
370274,3,37,1,0,1,3,2
370275,0,37,1,93,7,17,20
370276,3,37,1,0,6,5,14
370277,3,37,1,0,2,19,5
370278,3,37,1,0,1,1,4
370279,0,37,1,0,4,16,14
370280,0,37,1,0,7,13,31
370281,4,37,1,0,1,10,6
370282,0,37,1,93,3,18,2
370283,0,37,1,93,6,15,21
370284,0,37,1,0,7,19,4
370285,0,37,1,0,5,6,66
370286,3,37,1,0,7,23,4
370287,0,37,1,0,6,13,4
370288,0,37,1,0,2,17,6
370289,0,37,1,0,6,15,66
370290,0,37,1,93,7,6,66
370291,0,37,1,93,1,14,80
370292,0,37,1,0,2,17,4
370293,3,37,1,0,6,22,4
370294,0,37,2,0,7,10,4
370295,0,37,1,93,3,10,61
370296,0,37,1,0,4,16,30
370297,0,37,2,0,6,15,14
370298,0,37,1,5,6,13,3
370299,0,37,1,93,3,6,31
370300,0,37,1,0,1,22,4
370301,0,37,1,0,5,13,4
370302,3,37,1,0,1,6,30
370303,0,37,1,0,1,13,4
370304,4,37,1,0,7,16,4
370305,0,37,1,0,3,11,6
370306,0,37,1,93,2,3,14
370307,3,37,1,0,7,1,80
370308,3,37,1,0,4,20,30
370309,0,37,1,0,2,11,80
370310,0,37,1,0,7,23,4
370311,0,37,1,0,3,10,63
370312,3,37,1,0,4,15,80
370313,3,37,1,0,7,1,4
370314,0,37,1,6,5,13,30
370315,0,37,1,99,1,5,99
370316,0,37,1,0,6,0,31
370317,3,37,1,0,6,5,31
370318,0,37,1,0,7,20,6
370319,3,37,1,0,5,19,80
370320,0,37,1,93,6,7,92
370321,0,37,1,93,2,10,4
370322,0,37,1,0,3,16,66
370323,3,37,>2,0,2,1,66
370324,9,37,1,0,7,7,30
370325,3,37,2,0,6,20,4
370326,3,37,1,0,5,19,4
370327,3,37,1,0,2,23,31
370328,3,37,1,93,6,7,31
370329,0,37,2,0,3,14,20
370330,0,37,1,93,4,14,31
370331,5,37,1,0,2,17,66
370332,0,37,1,0,3,22,31
370333,0,37,1,0,4,17,4
370334,0,37,1,0,3,16,80
370335,0,37,1,0,6,15,4
370336,0,37,1,0,5,17,4
370337,0,37,1,0,6,23,14
370338,3,37,1,93,6,11,66
370339,0,37,1,0,6,5,30
370340,0,37,1,93,2,99,2
370341,0,37,1,0,4,21,4
370342,0,37,1,0,7,7,66
370343,0,37,1,93,4,10,66
370344,4,37,1,0,4,16,4
370345,0,37,1,0,7,21,31
370346,0,37,1,0,6,8,6
370347,0,37,1,0,1,13,30
370348,0,37,1,0,3,9,4
370349,0,37,1,0,1,13,4
370350,0,37,1,0,5,11,61
370351,0,37,1,93,3,23,4
370352,0,37,1,0,2,13,61
370353,0,37,1,0,2,7,1
370354,0,37,1,0,7,9,14
370355,0,37,2,0,6,22,4
370356,3,37,1,0,2,0,80
370357,0,37,1,0,3,17,14
370358,3,37,1,0,3,17,4
370359,3,37,1,0,1,20,4
370360,0,37,1,0,7,18,31
370361,3,37,1,0,5,13,6
370362,0,37,1,0,5,20,4
370363,3,37,1,0,1,18,31
370364,3,37,1,0,6,20,4
370365,0,37,1,0,7,12,4
370366,0,37,1,0,2,21,4
370367,3,37,2,0,7,19,80
370368,0,37,1,0,3,22,31
370369,3,37,1,0,1,17,31
370370,0,37,1,0,5,15,20
370371,0,37,2,0,1,4,4
370372,0,37,1,93,1,23,4
370373,0,37,1,0,1,6,14
370374,3,37,1,0,7,23,4
370375,3,37,1,0,5,3,2
370376,0,37,1,0,1,1,99
370377,3,37,2,0,2,15,61
370378,9,37,1,93,1,15,2
370379,3,37,2,0,1,17,15
370380,0,37,1,0,6,17,14
370381,0,37,1,0,1,1,20
370382,0,37,1,93,4,13,4
370383,0,37,1,0,1,14,4
370384,0,37,1,93,7,23,14
370385,4,37,1,0,5,13,80
370386,0,37,1,0,6,10,4
370387,3,37,1,0,1,12,31
370388,0,37,1,0,6,16,4
370389,0,37,1,0,6,19,4
370390,0,37,1,0,1,5,14
370391,0,37,1,0,4,3,4
370392,3,37,1,0,6,23,14
370393,3,37,1,0,4,20,4
370394,0,37,1,93,6,16,20
370395,0,37,1,93,1,5,80
370396,0,37,2,0,2,10,66
370397,0,37,1,0,4,17,4
370398,3,37,1,0,4,13,15
370399,0,37,1,0,3,20,4
370400,4,37,1,0,1,9,4
370401,3,37,1,0,6,19,80
370402,0,37,2,0,4,13,20
370403,4,37,2,0,4,9,4
370404,0,37,1,0,5,14,31
370405,3,37,1,93,1,2,4
370406,0,37,1,0,5,0,30
370407,12,37,1,0,4,12,99
370408,3,37,1,0,5,7,20
370409,0,37,1,0,6,3,99
370410,3,37,1,0,1,17,14
370411,9,37,1,0,3,2,2
370412,18,37,1,0,7,8,4
370413,0,37,1,0,7,21,14
370414,4,37,1,0,5,16,20
370415,3,37,2,0,2,5,30
370416,0,37,1,0,1,6,20
370417,3,37,1,0,1,14,80
370418,3,37,1,0,4,18,4
370419,3,37,1,0,7,0,80
370420,4,37,1,0,1,3,80
370421,0,37,1,0,2,5,4
370422,0,37,1,0,1,6,6
370423,3,37,1,0,6,19,80
370424,0,37,1,0,5,7,14
370425,3,37,1,0,5,23,80
370426,0,37,1,93,6,16,80
370427,0,37,1,0,6,23,1
370428,0,37,1,0,6,23,31
370429,0,37,1,93,4,11,2
370430,0,37,1,93,7,23,4
370431,0,37,1,0,6,7,14
370432,0,37,1,0,7,11,4
370433,0,37,1,0,3,13,4
370434,0,37,1,0,1,22,4
370435,3,37,1,0,5,11,6
370436,0,37,1,0,5,2,66
370437,0,37,1,0,6,15,2
370438,3,37,1,0,6,6,31
370439,0,37,1,0,5,22,80
370440,0,37,1,0,5,20,88
370441,4,37,1,0,4,11,4
370442,0,37,1,93,2,11,31
370443,0,37,1,0,6,7,4
370444,0,37,1,0,3,19,14
370445,0,37,1,1,7,14,4
370446,0,37,1,0,3,20,4
370447,4,37,1,0,3,20,80
370448,4,37,1,0,2,10,80
370449,3,37,>2,0,7,20,31
370450,13,37,1,16,7,18,4
370451,0,37,1,0,2,7,4
370452,0,37,1,0,6,7,30
370453,0,37,1,93,6,12,4
370454,0,37,1,0,6,9,4
370455,9,37,1,0,5,18,4
370456,0,37,1,0,3,14,80
370457,0,37,1,0,5,9,4
370458,0,37,1,0,5,5,4
370459,0,37,1,0,1,20,31
370460,3,37,1,0,1,16,14
370461,3,37,1,0,5,17,80
370462,0,37,1,0,2,13,15
370463,0,37,1,0,1,0,6
370464,0,37,1,0,2,21,2
370465,0,37,1,0,4,3,20
370466,3,37,1,0,1,22,31
370467,4,37,1,0,4,18,30
370468,0,37,1,0,5,19,80
370469,4,37,1,93,1,15,80
370470,0,37,2,0,2,11,30
370471,4,37,1,6,1,18,4
370472,3,37,1,0,6,17,14
370473,0,37,1,0,3,23,81
370474,3,37,1,0,1,17,80
370475,0,37,1,0,2,15,66
370476,0,37,1,0,1,13,30
370477,0,37,1,0,3,13,80
370478,0,37,1,93,6,9,4
370479,4,37,1,0,4,6,50
370480,3,37,1,93,6,15,30
370481,4,37,1,93,7,12,63
370482,0,37,1,0,6,12,6
370483,0,37,1,0,7,15,4
370484,0,37,1,0,7,21,6
370485,0,37,1,0,2,16,4
370486,4,37,1,0,3,14,63
370487,3,37,1,0,7,1,2
370488,0,37,1,6,3,17,20
370489,3,37,1,0,3,18,80
370490,0,37,1,0,7,23,31
370491,0,37,1,0,2,16,66
370492,3,37,1,0,6,20,14
370493,0,37,1,0,1,17,31
370494,0,37,2,94,2,7,15
370495,0,37,1,0,4,8,4
370496,0,37,1,0,6,5,4
370497,4,37,1,93,3,16,31
370498,0,37,1,0,3,18,92
370499,0,37,1,0,5,13,80
370500,0,37,1,0,7,8,4
370501,0,37,1,93,4,12,31
370502,0,37,2,0,5,19,4
370503,0,37,1,0,7,0,88
370504,0,37,1,0,6,15,4
370505,0,37,1,0,1,19,31
370506,0,37,1,0,2,23,66
370507,0,37,1,0,1,3,4
370508,0,37,1,0,7,21,31
370509,3,37,1,0,3,21,2
370510,0,37,1,0,4,9,81
370511,3,37,1,0,1,3,4
370512,0,37,1,93,2,13,66
370513,0,37,1,0,6,16,4
370514,0,37,1,0,7,0,14
370515,0,37,1,0,4,18,30
370516,0,37,2,0,7,10,14
370517,0,37,1,0,4,14,4
370518,0,37,1,0,5,21,80
370519,0,37,1,0,7,14,4
370520,3,37,2,0,1,0,16
370521,0,37,1,0,1,16,4
370522,0,37,1,0,2,11,14
370523,3,37,1,0,6,22,4
370524,3,37,1,6,7,22,5
370525,3,37,1,0,5,16,20
370526,18,37,1,6,1,23,4
370527,3,37,1,0,4,21,21
370528,4,37,1,0,7,4,80
370529,18,37,1,0,1,0,4
370530,3,37,1,0,6,2,2
370531,9,37,1,93,6,3,4
370532,0,37,1,0,2,13,20
370533,0,37,2,0,6,9,4
370534,4,37,1,0,6,14,4
370535,3,37,1,0,1,13,10
370536,0,37,1,0,2,13,80
370537,0,37,1,0,3,15,30
370538,0,37,1,6,3,16,14
370539,0,37,1,0,3,16,6
370540,0,37,1,0,3,0,2
370541,0,37,1,0,2,16,4
370542,3,37,1,0,4,12,14
370543,0,37,1,0,5,14,31
370544,3,37,1,0,4,16,31
370545,3,37,1,0,2,11,4
370546,0,37,1,0,1,2,4
370547,3,37,1,0,6,2,4
370548,4,37,1,0,4,20,30
370549,0,37,1,0,1,6,4
370550,0,37,1,0,7,2,6
370551,0,37,1,93,4,7,4
370552,3,37,1,0,6,15,30
370553,0,37,1,0,7,20,4
370554,3,37,1,0,1,21,2
370555,0,37,1,0,3,1,99
370556,0,37,1,0,6,19,14
370557,3,37,1,0,6,14,4
370558,4,37,1,6,3,17,16
370559,0,37,1,0,2,10,14
370560,0,37,2,1,1,6,66
370561,3,37,1,0,3,5,4
370562,0,37,1,0,6,2,15
370563,0,37,1,93,5,12,4
370564,0,37,1,0,6,1,3
370565,4,37,1,0,5,12,63
370566,0,37,1,0,6,23,15
370567,0,37,1,0,4,3,99
370568,3,37,1,0,1,7,14
370569,0,37,1,0,2,4,14
370570,0,37,1,0,2,19,14
370571,0,37,2,0,1,1,4
370572,0,37,1,0,3,8,4
370573,3,37,1,0,7,23,31
370574,0,37,1,0,1,1,99
370575,0,37,1,0,3,12,4
370576,0,37,1,0,1,21,80
370577,3,37,1,99,1,22,1
