ST_CASE,DAY_WEEK,HOUR,BODY_TYP,FATAL_LEVEL,WEATHER,FATAL_COUNT,BODY_TYP2,STATE,SPEEDREL,MDRDSTRD,SPEEDREL2,MDRDSTRD2
360751,5,2,14,1,1,1,2,36,0,0,0,0
360759,5,18,15,1,10,1,2,36,0,0,0,0
360762,5,21,14,1,10,1,2,36,0,0,0,0
360770,1,11,14,1,10,1,2,36,0,0,0,0
360773,5,14,14,1,1,1,2,36,0,0,0,0
360776,2,14,14,1,1,1,2,36,0,0,0,0
360792,7,21,14,1,2,1,2,36,0,17,0,1
360798,4,14,15,1,2,1,2,36,0,0,0,0
360802,1,11,14,1,1,1,2,36,5,0,1,0
360806,1,10,14,1,10,1,2,36,0,0,0,0
360807,7,1,14,1,1,1,2,36,4,0,1,0
360814,1,17,14,1,1,1,2,36,0,1,0,1
360821,1,0,14,1,1,1,2,36,0,0,0,0
360823,4,6,15,1,1,1,2,36,20,0,1,0
360831,1,18,14,1,1,1,2,36,0,0,0,0
360847,2,21,14,1,10,1,2,36,0,0,0,0
360854,7,17,14,1,1,1,2,36,5,0,1,0
360855,3,18,14,1,10,1,2,36,0,0,0,0
360868,4,22,12,1,1,1,2,36,0,17,0,1
360875,1,5,14,1,1,1,2,36,0,0,0,0
360882,5,6,14,1,1,1,2,36,0,0,0,0
360885,2,13,14,1,1,1,2,36,0,0,0,0
360887,1,1,14,1,1,1,2,36,4,0,1,0
360898,4,6,14,1,2,1,2,36,5,0,1,0
360907,7,6,16,1,10,1,2,36,4,0,1,0
360910,2,10,15,1,1,1,2,36,0,0,0,0
360912,7,9,14,1,1,1,2,36,0,0,0,0
360913,1,2,14,1,1,1,2,36,0,0,0,0
360918,1,17,15,1,1,1,2,36,0,0,0,0
360933,1,16,14,1,10,1,2,36,3,0,1,0
360936,1,5,14,1,10,1,2,36,0,0,0,0
360938,7,21,14,1,1,1,2,36,0,0,0,0
360939,3,16,14,1,1,1,2,36,0,0,0,0
360941,3,9,15,1,1,1,2,36,0,17,0,1
360942,4,13,14,1,1,1,2,36,0,0,0,0
360943,4,6,14,1,1,1,2,36,4,0,1,0
360954,6,21,14,1,2,1,2,36,0,0,0,0
360957,2,18,15,1,1,1,2,36,5,0,1,0
360960,4,10,14,1,10,1,2,36,0,0,0,0
360968,5,6,14,1,2,1,2,36,0,0,0,0
360970,5,11,14,1,10,1,2,36,0,0,0,0
360982,2,16,14,1,2,1,2,36,0,0,0,0
360983,7,21,14,1,10,1,2,36,0,0,0,0
360990,4,17,14,1,10,1,2,36,0,0,0,0
360991,5,10,14,1,2,1,2,36,0,0,0,0
360993,3,15,15,1,1,1,2,36,0,0,0,0
360995,7,2,14,1,1,1,2,36,0,0,0,0
361006,3,23,14,1,1,1,2,36,0,0,0,0
361008,7,20,14,1,1,1,2,36,5,10,1,1
361013,6,6,14,1,1,1,2,36,0,0,0,0
361016,6,12,14,1,1,1,2,36,0,0,0,0
361030,6,8,14,1,1,1,2,36,0,17,0,1
361035,5,8,14,1,2,1,2,36,4,0,1,0
361036,3,17,15,1,10,1,2,36,0,0,0,0
361038,6,15,15,1,1,1,2,36,4,17,1,1
361039,4,19,14,1,1,1,2,36,0,0,0,0
361041,5,19,14,1,1,1,2,36,0,17,0,1
361042,6,8,14,1,1,1,2,36,0,17,0,1
361045,6,14,15,1,1,1,2,36,0,0,0,0
370001,5,11,14,1,1,1,2,37,3,11,1,1
370018,7,23,14,1,2,1,2,37,0,0,0,0
370024,5,21,14,1,1,1,2,37,3,0,1,0
370027,4,7,14,1,10,1,2,37,0,0,0,0
370031,2,21,14,1,1,1,2,37,0,0,0,0
370039,7,16,15,1,2,1,2,37,4,93,1,1
370041,6,5,14,1,1,1,2,37,3,0,1,0
370053,6,14,14,1,1,1,2,37,5,0,1,0
370057,4,17,14,1,1,1,2,37,0,0,0,0
370059,4,18,14,1,1,1,2,37,0,93,0,1
370061,3,4,16,1,2,1,2,37,4,0,1,0
370064,4,6,14,1,3,1,2,37,4,0,1,0
370068,4,10,14,1,1,1,2,37,0,0,0,0
370078,3,10,14,1,1,1,2,37,0,0,0,0
370086,6,19,14,1,1,1,2,37,0,0,0,0
370089,5,19,15,1,1,1,2,37,0,0,0,0
370116,6,6,14,1,1,1,2,37,0,0,0,0
370118,3,19,14,1,10,1,2,37,0,0,0,0
370140,7,1,15,1,1,1,2,37,0,0,0,0
370142,7,1,14,1,1,1,2,37,3,0,1,0
370152,1,1,15,1,1,1,2,37,0,0,0,0
370161,4,10,14,1,10,1,2,37,4,0,1,0
370162,2,15,14,1,1,1,2,37,3,0,1,0
370165,1,15,14,1,1,1,2,37,3,0,1,0
370170,1,2,14,1,1,1,2,37,3,0,1,0
370178,1,14,14,1,1,1,2,37,0,0,0,0
370179,4,10,14,1,1,1,2,37,0,0,0,0
370180,7,13,14,1,1,1,2,37,0,0,0,0
370182,1,10,15,1,1,1,2,37,0,0,0,0
370184,3,13,14,1,10,1,2,37,0,6,0,1
370195,7,19,14,1,1,1,2,37,3,0,1,0
370204,5,9,15,1,10,1,2,37,0,0,0,0
370216,6,4,15,1,2,1,2,37,0,0,0,0
370219,4,17,15,1,1,1,2,37,0,0,0,0
370222,6,4,14,1,2,1,2,37,3,0,1,0
370223,1,20,14,1,1,1,2,37,3,0,1,0
370224,2,10,14,1,10,1,2,37,3,0,1,0
370226,7,2,14,1,1,1,2,37,3,93,1,1
370227,3,6,15,1,1,1,2,37,3,0,1,0
370229,5,22,14,1,1,1,2,37,0,0,0,0
370230,6,12,15,1,10,1,2,37,0,0,0,0
370232,5,20,14,1,1,1,2,37,3,0,1,0
370234,3,22,14,1,1,1,2,37,0,0,0,0
370235,7,21,14,1,1,1,2,37,0,93,0,1
370259,7,23,14,1,1,1,2,37,3,93,1,1
370276,6,5,14,1,1,1,2,37,3,0,1,0
370279,4,16,14,1,10,1,2,37,0,0,0,0
370306,2,3,14,1,1,1,2,37,0,93,0,1
370337,6,23,14,1,1,1,2,37,0,0,0,0
370354,7,9,14,1,1,1,2,37,0,0,0,0
370357,3,17,14,1,1,1,2,37,0,0,0,0
370373,1,6,14,1,1,1,2,37,0,0,0,0
370380,6,17,14,1,10,1,2,37,0,0,0,0
370384,7,23,14,1,1,1,2,37,0,93,0,1
370390,1,5,14,1,1,1,2,37,0,0,0,0
370392,6,23,14,1,1,1,2,37,3,0,1,0
370398,4,13,15,1,1,1,2,37,3,0,1,0
370410,1,17,14,1,1,1,2,37,3,0,1,0
370413,7,21,14,1,1,1,2,37,0,0,0,0
370424,5,7,14,1,10,1,2,37,0,0,0,0
370431,6,7,14,1,1,1,2,37,0,0,0,0
370444,3,19,14,1,1,1,2,37,0,0,0,0
370460,1,16,14,1,1,1,2,37,3,0,1,0
370462,2,13,15,1,1,1,2,37,0,0,0,0
370472,6,17,14,1,1,1,2,37,3,0,1,0
370492,6,20,14,1,1,1,2,37,3,0,1,0
370514,7,0,14,1,1,1,2,37,0,0,0,0
370522,2,11,14,1,1,1,2,37,0,0,0,0
370535,1,13,10,1,1,1,2,37,3,0,1,0
370538,3,16,14,1,1,1,2,37,0,6,0,1
370542,4,12,14,1,10,1,2,37,3,0,1,0
370556,6,19,14,1,1,1,2,37,0,0,0,0
370558,3,17,16,1,1,1,2,37,4,6,1,1
370559,2,10,14,1,1,1,2,37,0,0,0,0
370562,6,2,15,1,1,1,2,37,0,0,0,0
370566,6,23,15,1,1,1,2,37,0,0,0,0
370568,1,7,14,1,10,1,2,37,3,0,1,0
370569,2,4,14,1,1,1,2,37,0,0,0,0
370570,2,19,14,1,1,1,2,37,0,0,0,0
370580,5,18,14,1,1,1,2,37,0,0,0,0
370612,7,4,14,1,10,1,2,37,0,0,0,0
370619,3,10,14,1,1,1,2,37,0,0,0,0
370638,4,22,14,1,1,1,2,37,0,0,0,0
370642,3,21,14,1,10,1,2,37,0,0,0,0
370643,2,12,15,1,1,1,2,37,0,0,0,0
370644,7,1,15,1,1,1,2,37,0,0,0,0
370654,1,21,15,1,1,1,2,37,0,0,0,0
370662,7,22,14,1,1,1,2,37,3,0,1,0
370666,2,22,14,1,1,1,2,37,3,0,1,0
370677,7,18,15,1,1,1,2,37,0,0,0,0
370703,1,13,14,1,1,1,2,37,0,0,0,0
370707,7,2,14,1,1,1,2,37,0,0,0,0
370708,4,6,14,1,5,1,2,37,0,0,0,0
370749,5,11,14,1,1,1,2,37,0,0,0,0
370751,7,10,14,1,1,1,2,37,0,0,0,0
370768,3,13,14,1,1,1,2,37,0,0,0,0
370790,7,2,14,1,1,1,2,37,0,0,0,0
370795,4,12,14,1,1,1,2,37,3,0,1,0
370801,2,10,14,1,2,1,2,37,4,0,1,0
370803,4,16,14,1,1,1,2,37,3,0,1,0
370806,6,3,14,1,10,1,2,37,9,0,1,0
370814,3,20,14,1,1,1,2,37,0,0,0,0
370817,5,17,16,1,10,1,2,37,0,0,0,0
370821,2,12,14,1,1,1,2,37,0,0,0,0
370823,6,16,14,1,1,1,2,37,4,0,1,0
370836,3,13,14,1,1,1,2,37,0,0,0,0
370838,6,12,15,1,1,1,2,37,5,3,1,1
370841,1,2,15,1,1,1,2,37,8,28,1,1
370843,3,7,14,1,1,1,2,37,4,0,1,0
370849,2,20,15,1,1,1,2,37,0,0,0,0
370861,4,15,14,1,1,1,2,37,4,0,1,0
370863,4,23,14,1,1,1,2,37,3,0,1,0
370874,3,0,14,1,1,1,2,37,3,0,1,0
370885,5,22,16,1,1,1,2,37,0,0,0,0
370895,4,4,15,1,10,1,2,37,0,93,0,1
370902,3,18,14,1,1,1,2,37,0,0,0,0
370909,3,19,14,1,1,1,2,37,3,0,1,0
370911,7,21,14,1,1,1,2,37,0,0,0,0
370915,1,13,14,1,1,1,2,37,0,0,0,0
370916,4,17,14,1,1,1,2,37,5,0,1,0
370920,5,20,14,1,1,1,2,37,4,93,1,1
370921,7,23,14,1,2,1,2,37,0,0,0,0
370923,4,15,14,1,1,1,2,37,0,0,0,0
370925,6,19,15,1,1,1,2,37,0,0,0,0
370936,7,13,14,1,1,1,2,37,3,0,1,0
370940,7,9,14,1,2,1,2,37,0,93,0,1
370943,3,0,14,1,2,1,2,37,0,0,0,0
370948,3,18,14,1,1,1,2,37,3,0,1,0
370949,4,14,15,1,1,1,2,37,0,0,0,0
370950,6,0,14,1,1,1,2,37,3,0,1,0
370961,6,14,15,1,2,1,2,37,0,0,0,0
370968,2,2,14,1,10,1,2,37,0,0,0,0
370981,1,0,14,1,1,1,2,37,3,0,1,0
370982,2,17,14,1,10,1,2,37,0,1,0,1
370985,1,6,14,1,1,1,2,37,3,0,1,0
370997,7,20,15,1,1,1,2,37,3,0,1,0
371003,6,21,14,1,1,1,2,37,3,0,1,0
371026,6,19,15,1,1,1,2,37,0,0,0,0
371029,1,0,14,1,2,1,2,37,0,0,0,0
371030,7,4,14,1,1,1,2,37,3,93,1,1
371031,5,23,15,1,10,1,2,37,0,93,0,1
371042,3,16,14,1,1,1,2,37,3,0,1,0
371053,2,19,15,1,10,1,2,37,4,0,1,0
371060,7,18,14,1,1,1,2,37,0,0,0,0
371062,3,19,15,1,10,1,2,37,0,0,0,0
371066,7,21,15,1,1,1,2,37,3,0,1,0
371070,1,19,15,1,1,1,2,37,6,0,1,0
371073,7,19,15,1,10,1,2,37,0,0,0,0
371077,2,17,14,1,2,1,2,37,0,0,0,0
371088,7,18,14,1,1,1,2,37,0,93,0,1
371091,2,16,14,1,1,1,2,37,3,92,1,1
371093,6,20,14,1,1,1,2,37,0,0,0,0
371095,5,19,14,1,1,1,2,37,0,0,0,0
371099,3,14,14,1,1,1,2,37,0,0,0,0
371103,4,14,15,1,10,1,2,37,0,93,0,1
371104,7,21,14,1,2,1,2,37,4,0,1,0
371105,6,16,14,1,1,1,2,37,0,0,0,0
371112,5,19,15,1,10,1,2,37,0,0,0,0
371124,7,3,14,1,1,1,2,37,3,0,1,0
371134,2,18,14,1,2,1,2,37,0,0,0,0
371139,2,4,14,1,1,1,2,37,8,16,1,1
371140,3,14,14,1,1,1,2,37,0,93,0,1
371144,7,17,15,1,10,1,2,37,0,0,0,0
371145,1,3,14,1,1,1,2,37,0,0,0,0
371185,3,15,14,1,2,1,2,37,0,96,0,1
371190,7,19,14,1,1,1,2,37,0,96,0,1
371194,4,9,14,1,2,1,2,37,0,96,0,1
371203,4,8,14,1,2,1,2,37,0,192,0,1
371212,7,18,14,1,1,1,2,37,0,96,0,1
371220,5,20,14,1,1,1,2,37,0,0,0,0
371222,6,22,15,1,1,1,2,37,0,0,0,0
371225,2,1,14,1,1,1,2,37,3,0,1,0
371232,5,6,15,1,10,1,2,37,0,1,0,1
371240,6,20,15,1,1,1,2,37,3,0,1,0
371241,7,18,14,1,5,1,2,37,0,0,0,0
371249,1,20,14,1,1,1,2,37,0,0,0,0
371261,5,5,14,1,2,1,2,37,0,93,0,1
371273,4,16,14,1,1,1,2,37,0,96,0,1
371274,2,18,14,1,2,1,2,37,18,381,1,1
371280,5,14,14,1,1,1,2,37,0,93,0,1
371281,7,12,14,1,1,1,2,37,0,0,0,0
380008,2,8,15,1,1,1,2,38,0,0,0,0
380013,4,16,15,1,1,1,2,38,3,0,1,0
380021,5,15,14,1,1,1,2,38,0,0,0,0
380031,4,23,14,1,10,1,2,38,0,0,0,0
380034,1,6,14,1,10,1,2,38,3,0,1,0
380040,1,15,14,1,10,1,2,38,0,0,0,0
380050,6,22,14,1,1,1,2,38,0,0,0,0
380067,1,12,16,1,1,1,2,38,0,0,0,0
380070,6,5,14,1,5,1,2,38,0,0,0,0
380073,3,19,16,1,1,1,2,38,4,0,1,0
380074,7,0,14,1,1,1,2,38,0,0,0,0
380079,6,22,14,1,10,1,2,38,0,0,0,0
380087,5,0,14,1,1,1,2,38,0,0,0,0
380099,5,21,15,1,1,1,2,38,0,0,0,0
380100,6,13,15,1,1,1,2,38,0,0,0,0
380106,3,7,14,1,10,1,2,38,0,0,0,0
380110,7,8,14,1,1,1,2,38,0,0,0,0
390001,2,6,15,1,1,1,2,39,0,0,0,0
390011,1,20,14,1,3,1,2,39,0,0,0,0
390020,4,21,14,1,10,1,2,39,0,0,0,0
390059,5,8,14,1,1,1,2,39,4,0,1,0
390064,3,2,14,1,1,1,2,39,0,99,0,0
390066,6,2,14,1,1,1,2,39,0,0,0,0
390076,1,6,15,1,10,1,2,39,0,0,0,0
390080,6,19,14,1,10,1,2,39,0,0,0,0
390087,6,6,16,1,1,1,2,39,0,0,0,0
390091,5,19,15,1,2,1,2,39,0,0,0,0
390106,5,10,14,1,10,1,2,39,0,0,0,0
390111,6,17,14,1,1,1,2,39,0,0,0,0
390122,6,21,14,1,1,1,2,39,0,0,0,0
390129,7,17,14,1,10,1,2,39,0,0,0,0
390131,7,6,15,1,1,1,2,39,0,0,0,0
390140,5,18,14,1,10,1,2,39,0,0,0,0
390143,1,18,15,1,1,1,2,39,0,0,0,0
390147,7,10,14,1,1,1,2,39,0,0,0,0
390148,6,12,14,1,1,1,2,39,0,0,0,0
390161,6,11,17,1,1,1,2,39,0,9,0,1
390163,1,5,14,1,1,1,2,39,0,0,0,0
390165,7,7,14,1,10,1,2,39,0,0,0,0
390177,7,21,10,1,1,1,2,39,0,0,0,0
390178,7,4,14,1,1,1,2,39,0,5,0,1
390210,4,15,14,1,10,1,2,39,0,0,0,0
390224,3,22,14,1,1,1,2,39,4,0,1,0
390228,3,22,14,1,1,1,2,39,4,0,1,0
390261,4,10,14,1,1,1,2,39,0,0,0,0
390271,5,3,15,1,1,1,2,39,0,0,0,0
390272,2,18,15,1,10,1,2,39,0,99,0,0
390277,6,5,15,1,1,1,2,39,0,0,0,0
390288,7,2,15,1,1,1,2,39,0,0,0,0
390303,2,4,14,1,1,1,2,39,0,0,0,0
390324,2,9,14,1,10,1,2,39,0,0,0,0
390326,4,3,14,1,1,1,2,39,0,0,0,0
390331,7,17,15,1,1,1,2,39,0,0,0,0
390337,3,21,14,1,1,1,2,39,0,0,0,0
390338,5,11,14,1,1,1,2,39,0,0,0,0
390351,5,22,14,1,1,1,2,39,0,0,0,0
390354,6,13,14,1,1,1,2,39,4,0,1,0
390355,3,16,14,1,1,1,2,39,3,0,1,0
390361,6,16,14,1,10,1,2,39,0,0,0,0
390367,3,5,15,1,1,1,2,39,0,0,0,0
390374,2,4,14,1,2,1,2,39,0,0,0,0
390375,2,18,14,1,1,1,2,39,0,0,0,0
390377,7,22,14,1,1,1,2,39,8,16,1,1
390378,6,23,14,1,2,1,2,39,0,0,0,0
390382,5,16,14,1,1,1,2,39,0,0,0,0
390385,6,21,14,1,10,1,2,39,4,0,1,0
390391,7,21,15,1,1,1,2,39,4,0,1,0
390411,6,18,14,1,1,1,2,39,0,192,0,1
390424,6,16,14,1,2,1,2,39,0,0,0,0
390428,4,23,14,1,10,1,2,39,0,0,0,0
390447,1,18,14,1,1,1,2,39,0,99,0,0
390456,3,18,14,1,10,1,2,39,0,0,0,0
390464,3,17,14,1,10,1,2,39,0,0,0,0
390470,1,10,14,1,10,1,2,39,0,0,0,0
390480,6,12,14,1,1,1,2,39,0,0,0,0
390483,5,18,15,1,1,1,2,39,0,0,0,0
390484,4,14,14,1,10,1,2,39,0,1,0,1
390494,5,9,14,1,1,1,2,39,0,0,0,0
390501,4,21,14,1,1,1,2,39,0,0,0,0
390509,1,2,14,1,1,1,2,39,0,0,0,0
390514,6,5,14,1,1,1,2,39,0,0,0,0
390516,1,14,14,1,1,1,2,39,0,0,0,0
390521,4,22,14,1,1,1,2,39,0,0,0,0
390525,3,9,14,1,10,1,2,39,0,10,0,1
390533,3,18,14,1,1,1,2,39,0,0,0,0
390534,3,13,14,1,1,1,2,39,0,0,0,0
390537,3,15,14,1,1,1,2,39,0,0,0,0
390548,6,0,14,1,1,1,2,39,0,0,0,0
390552,6,14,14,1,10,1,2,39,0,0,0,0
390569,4,18,14,1,1,1,2,39,0,96,0,1
390580,4,11,14,1,1,1,2,39,0,0,0,0
390599,7,22,14,1,10,1,2,39,4,0,1,0
390613,6,11,15,1,1,1,2,39,0,15,0,1
390622,2,11,14,1,1,1,2,39,0,0,0,0
390626,6,7,14,1,2,1,2,39,0,0,0,0
390647,2,1,15,1,1,1,2,39,0,96,0,1
390655,6,18,14,1,1,1,2,39,4,0,1,0
390660,7,1,14,1,1,1,2,39,4,0,1,0
390668,5,7,14,1,1,1,2,39,0,0,0,0
390697,5,7,14,1,10,1,2,39,0,0,0,0
390712,1,2,14,1,1,1,2,39,0,96,0,1
390715,4,8,14,1,1,1,2,39,0,0,0,0
390730,7,23,14,1,1,1,2,39,0,0,0,0
390737,3,6,15,1,5,1,2,39,0,0,0,0
390738,5,2,14,1,1,1,2,39,0,0,0,0
390740,4,19,14,1,1,1,2,39,0,0,0,0
390750,4,22,14,1,10,1,2,39,0,0,0,0
390764,1,0,14,1,10,1,2,39,0,0,0,0
390784,1,16,14,1,1,1,2,39,0,0,0,0
390787,6,16,14,1,10,1,2,39,0,0,0,0
390799,4,17,14,1,10,1,2,39,0,0,0,0
390802,7,3,14,1,1,1,2,39,0,0,0,0
390806,6,23,14,1,1,1,2,39,0,99,0,0
390816,5,16,14,1,1,1,2,39,0,6,0,1
390817,1,0,15,1,1,1,2,39,0,0,0,0
390825,6,16,14,1,1,1,2,39,0,0,0,0
390833,6,10,15,1,10,1,2,39,0,0,0,0
390839,7,0,14,1,10,1,2,39,4,0,1,0
390844,3,6,14,1,2,1,2,39,0,0,0,0
390879,1,17,14,1,1,1,2,39,0,0,0,0
390887,2,21,14,1,1,1,2,39,0,0,0,0
390901,2,11,14,1,1,1,2,39,0,0,0,0
390904,3,11,14,1,2,1,2,39,0,0,0,0
390916,7,17,14,1,10,1,2,39,0,0,0,0
390917,5,16,14,1,1,1,2,39,0,0,0,0
390920,4,12,14,1,1,1,2,39,0,0,0,0
390925,7,20,14,1,10,1,2,39,0,0,0,0
390931,2,19,14,1,1,1,2,39,0,0,0,0
390934,5,21,15,1,1,1,2,39,0,0,0,0
390942,1,19,14,1,1,1,2,39,0,0,0,0
390948,2,15,14,1,10,1,2,39,0,0,0,0
390965,2,15,14,1,1,1,2,39,0,5,0,1
390977,1,1,14,1,1,1,2,39,0,0,0,0
390986,3,21,14,1,1,1,2,39,0,0,0,0
391001,2,18,14,1,10,1,2,39,0,0,0,0
391003,7,17,15,1,2,1,2,39,0,0,0,0
391008,5,8,14,1,5,1,2,39,0,0,0,0
391010,5,16,14,1,10,1,2,39,0,0,0,0
391011,5,18,14,1,10,1,2,39,0,0,0,0
391012,3,8,14,1,1,1,2,39,0,0,0,0
391013,6,3,15,1,1,1,2,39,0,0,0,0
391015,1,18,14,1,1,1,2,39,3,0,1,0
391019,4,12,14,1,1,1,2,39,0,0,0,0
391026,5,6,14,1,10,1,2,39,0,0,0,0
391027,7,19,14,1,2,1,2,39,0,0,0,0
391054,7,13,14,1,10,1,2,39,0,0,0,0
391059,6,16,14,1,1,1,2,39,0,288,0,1
391067,7,3,14,1,1,1,2,39,0,0,0,0
400001,5,2,14,1,1,1,2,40,0,99,0,0
400019,1,8,16,1,1,1,2,40,0,99,0,0
400030,7,1,14,1,1,1,2,40,0,99,0,0
400034,5,20,14,1,1,1,2,40,0,99,0,0
400039,5,23,14,1,1,1,2,40,0,99,0,0
400051,3,16,14,1,1,1,2,40,0,99,0,0
400059,1,16,14,1,10,1,2,40,0,0,0,0
400063,7,7,14,1,1,1,2,40,0,0,0,0
400065,2,5,14,1,10,1,2,40,0,99,0,0
400068,3,8,14,1,5,1,2,40,0,99,0,0
400070,4,21,14,1,1,1,2,40,0,0,0,0
400076,4,1,15,1,1,1,2,40,0,99,0,0
400077,7,23,14,1,1,1,2,40,3,0,1,0
400080,3,7,14,1,1,1,2,40,4,99,1,0
400097,3,8,14,1,10,1,2,40,0,99,0,0
400106,2,21,14,1,1,1,2,40,4,99,1,0
400116,3,20,14,1,1,1,2,40,0,99,0,0
400118,1,18,14,1,10,1,2,40,4,98,1,1
400121,3,0,14,1,10,1,2,40,3,92,1,1
400130,1,17,14,1,10,1,2,40,0,0,0,0
400131,6,14,14,1,1,1,2,40,0,0,0,0
400132,6,14,14,1,2,1,2,40,3,0,1,0
400142,4,23,14,1,1,1,2,40,0,99,0,0
400151,3,9,14,1,10,1,2,40,0,0,0,0
400159,2,20,14,1,10,1,2,40,0,0,0,0
400167,7,14,14,1,1,1,2,40,0,198,0,1
400170,4,8,14,1,2,1,2,40,0,99,0,0
400179,6,15,14,1,10,1,2,40,0,0,0,0
400212,3,20,16,1,10,1,2,40,0,99,0,0
400213,1,9,14,1,10,1,2,40,0,99,0,0
400219,1,20,14,1,1,1,2,40,3,0,1,0
400220,4,16,16,1,1,1,2,40,0,98,0,1
400225,2,14,14,1,10,1,2,40,0,99,0,0
400239,2,23,15,1,1,1,2,40,0,99,0,0
400264,7,18,14,1,1,1,2,40,0,99,0,0
400269,5,5,14,1,10,1,2,40,0,99,0,0
400275,7,18,15,1,10,1,2,40,0,15,0,1
400279,7,19,14,1,1,1,2,40,3,99,1,0
400303,1,0,15,1,1,1,2,40,3,99,1,0
400306,5,18,15,1,1,1,2,40,0,99,0,0
400310,5,10,15,1,1,1,2,40,0,0,0,0
400336,2,15,14,1,1,1,2,40,5,99,1,0
400352,3,11,15,1,1,1,2,40,0,0,0,0
400366,2,10,14,1,1,1,2,40,0,10,0,1
400377,4,11,15,1,1,1,2,40,0,0,0,0
400382,1,0,14,1,1,1,2,40,0,191,0,1
400383,6,16,14,1,1,1,2,40,0,99,0,0
400394,4,11,14,1,1,1,2,40,0,0,0,0
400405,6,7,14,1,1,1,2,40,0,0,0,0
400412,7,20,15,1,1,1,2,40,0,0,0,0
400419,2,15,16,1,1,1,2,40,0,98,0,1
400421,2,11,14,1,2,1,2,40,0,93,0,1
400433,7,19,14,1,10,1,2,40,0,99,0,0
400434,6,17,14,1,1,1,2,40,3,0,1,0
400438,3,20,15,1,1,1,2,40,0,0,0,0
400442,3,7,14,1,1,1,2,40,0,0,0,0
400459,5,16,14,1,10,1,2,40,0,99,0,0
400471,3,20,14,1,10,1,2,40,0,0,0,0
400474,5,18,14,1,1,1,2,40,0,99,0,0
400478,1,2,14,1,2,1,2,40,0,0,0,0
400484,7,19,14,1,1,1,2,40,0,0,0,0
400487,6,13,15,1,1,1,2,40,0,198,0,1
400503,4,21,14,1,1,1,2,40,0,99,0,0
400510,2,13,15,1,1,1,2,40,3,198,1,1
400523,7,8,14,1,10,1,2,40,0,0,0,0
400524,7,16,14,1,2,1,2,40,3,198,1,1
400526,2,16,14,1,1,1,2,40,0,0,0,0
400527,7,10,14,1,1,1,2,40,0,0,0,0
400541,4,19,14,1,1,1,2,40,0,0,0,0
400546,4,23,15,1,1,1,2,40,0,99,0,0
400552,6,21,14,1,1,1,2,40,5,99,1,0
400563,7,7,15,1,1,1,2,40,0,0,0,0
400564,4,9,14,1,1,1,2,40,0,99,0,0
400568,5,18,14,1,10,1,2,40,0,99,0,0
400569,2,5,14,1,4,1,2,40,4,99,1,0
400576,2,7,14,1,1,1,2,40,0,99,0,0
400580,5,21,14,1,2,1,2,40,0,99,0,0
400581,7,10,14,1,3,1,2,40,0,99,0,0
400584,5,23,14,1,1,1,2,40,0,0,0,0
400586,3,13,14,1,1,1,2,40,0,0,0,0
400591,3,6,14,1,5,1,2,40,0,99,0,0
410004,1,10,14,1,2,1,2,41,0,192,0,1
410005,3,7,14,1,1,1,2,41,0,192,0,1
410007,6,19,14,1,5,1,2,41,4,96,1,1
410014,5,19,14,1,10,1,2,41,0,1,0,1
410024,5,18,15,1,2,1,2,41,0,0,0,0
410034,4,7,14,1,1,1,2,41,9,96,1,1
410046,4,13,15,1,1,1,2,41,9,96,1,1
410053,7,15,15,1,1,1,2,41,4,12,1,1
410055,3,19,14,1,5,1,2,41,9,96,1,1
410057,6,15,16,1,10,1,2,41,4,96,1,1
410058,5,10,14,1,10,1,2,41,0,192,0,1
410066,1,15,15,1,1,1,2,41,9,192,1,1
410069,5,19,16,1,1,1,2,41,9,96,1,1
410080,1,23,10,1,10,1,2,41,0,0,0,0
410081,2,0,14,1,10,1,2,41,0,192,0,1
410104,6,15,15,1,10,1,2,41,0,96,0,1
410112,1,21,14,1,1,1,2,41,9,96,1,1
410120,1,11,15,1,1,1,2,41,0,192,0,1
410126,1,4,14,1,5,1,2,41,0,192,0,1
410133,4,18,15,1,1,1,2,41,9,96,1,1
410140,1,10,14,1,1,1,2,41,0,192,0,1
410152,1,14,14,1,1,1,2,41,0,0,0,0
410154,2,0,14,1,1,1,2,41,0,96,0,1
410158,2,23,14,1,1,1,2,41,0,0,0,0
410165,4,20,14,1,1,1,2,41,0,96,0,1
410169,4,19,14,1,5,1,2,41,9,0,1,0
410175,3,21,15,1,1,1,2,41,9,96,1,1
410186,4,5,15,1,1,1,2,41,0,96,0,1
410200,1,0,14,1,1,1,2,41,0,96,0,1
410207,7,16,15,1,1,1,2,41,9,96,1,1
410208,5,6,14,1,1,1,2,41,0,192,0,1
410213,2,14,16,1,1,1,2,41,0,0,0,0
410219,4,16,15,1,1,1,2,41,0,96,0,1
410235,1,5,14,1,1,1,2,41,4,96,1,1
410236,3,23,14,1,1,1,2,41,4,96,1,1
410244,6,15,14,1,1,1,2,41,0,0,0,0
410251,6,18,15,1,1,1,2,41,4,96,1,1
410254,6,14,14,1,1,1,2,41,0,96,0,1
410275,2,6,15,1,1,1,2,41,0,192,0,1
410277,5,14,15,1,1,1,2,41,9,96,1,1
410281,1,22,16,1,10,1,2,41,4,96,1,1
410286,1,1,14,1,10,1,2,41,0,96,0,1
410314,3,15,15,1,4,1,2,41,4,96,1,1
410329,7,14,14,1,2,1,2,41,27,288,1,1
410337,5,7,16,1,1,1,2,41,4,96,1,1
