ST_CASE,DAY_WEEK,HOUR,BODY_TYP,FATAL_LEVEL,WEATHER,FATAL_COUNT,BODY_TYP2,STATE,SPEEDREL,MDRDSTRD,SPEEDREL2,MDRDSTRD2
40638,1,8,5,1,2,1,1,4,4,99,1,0
40640,1,2,4,1,10,1,1,4,9,99,1,0
40642,2,18,4,1,1,1,1,4,4,0,1,0
40646,5,12,4,1,1,1,1,4,0,1,0,1
40648,5,19,4,1,1,1,1,4,0,99,0,0
40649,6,15,4,1,1,1,1,4,0,99,0,0
40654,2,18,1,1,1,1,1,4,0,0,0,0
40655,4,19,3,1,10,1,1,4,0,99,0,0
40658,6,6,4,1,1,1,1,4,0,99,0,0
40661,7,3,4,1,1,1,1,4,0,99,0,0
40662,7,9,6,1,1,1,1,4,3,0,1,0
40663,7,11,4,1,1,1,1,4,0,99,0,0
40668,6,2,9,1,1,1,1,4,0,9,0,1
40669,2,14,5,1,1,1,1,4,4,100,1,1
40670,2,16,4,1,10,1,1,4,0,198,0,1
40672,2,11,4,1,1,1,1,4,3,0,1,0
40673,3,10,4,1,2,1,1,4,4,99,1,0
40676,6,16,4,1,10,1,1,4,4,99,1,0
40677,7,16,4,1,1,1,1,4,9,99,1,0
40682,3,1,4,1,1,1,1,4,3,99,1,0
40684,3,19,4,1,1,1,1,4,0,99,0,0
40689,1,6,6,1,2,1,1,4,0,1,0,1
40690,1,17,4,1,2,1,1,4,4,1,1,1
40691,1,17,2,1,1,1,1,4,4,99,1,0
40692,2,17,4,1,10,1,1,4,9,99,1,0
40693,3,17,4,1,1,1,1,4,0,99,0,0
40694,4,1,4,1,1,1,1,4,0,99,0,0
40696,6,13,1,1,1,1,1,4,0,99,0,0
40697,7,0,4,1,1,1,1,4,0,198,0,1
40701,3,18,4,1,10,1,1,4,0,17,0,1
40703,2,22,4,1,1,1,1,4,4,99,1,0
40705,7,19,4,1,2,1,1,4,4,99,1,0
40707,4,11,2,1,1,1,1,4,3,0,1,0
40708,2,18,4,1,1,1,1,4,4,10,1,1
40713,2,8,4,1,10,1,1,4,9,99,1,0
40729,1,22,4,1,10,1,1,4,0,99,0,0
40731,5,15,4,1,1,1,1,4,0,1,0,1
40732,2,5,4,1,1,1,1,4,0,99,0,0
40734,2,6,5,1,10,1,1,4,4,0,1,0
40747,3,20,4,1,10,1,1,4,0,0,0,0
40756,6,3,2,1,1,1,1,4,4,0,1,0
40764,4,17,1,1,1,1,1,4,4,0,1,0
40765,4,17,4,1,1,1,1,4,0,0,0,0
40768,1,9,6,1,1,1,1,4,0,0,0,0
40769,1,11,2,1,1,1,1,4,0,0,0,0
40772,6,11,4,1,1,1,1,4,4,0,1,0
40797,5,18,4,1,1,1,1,4,0,99,0,0
40798,3,7,6,1,1,1,1,4,4,99,1,0
40811,5,16,4,1,1,1,1,4,4,98,1,1
40813,1,12,4,1,2,1,1,4,4,0,1,0
40815,2,16,4,1,1,1,1,4,4,99,1,0
40827,6,9,4,1,1,1,1,4,9,99,1,0
40828,3,7,1,1,10,1,1,4,0,99,0,0
40831,7,18,4,1,1,1,1,4,0,99,0,0
50002,7,23,6,1,1,1,1,5,9,99,1,0
50003,1,21,6,1,1,1,1,5,0,99,0,0
50004,2,4,4,1,1,1,1,5,0,99,0,0
50012,4,21,6,1,1,1,1,5,0,96,0,1
50014,7,14,4,1,1,1,1,5,0,99,0,0
50019,2,21,2,1,1,1,1,5,0,99,0,0
50021,4,15,4,1,1,1,1,5,0,96,0,1
50027,2,21,4,1,1,1,1,5,0,192,0,1
50031,6,5,2,1,1,1,1,5,0,96,0,1
50032,7,12,2,1,1,1,1,5,0,96,0,1
50037,4,14,4,1,1,1,1,5,4,96,1,1
50046,2,19,4,1,1,1,1,5,3,192,1,1
50047,2,20,4,1,1,1,1,5,0,192,0,1
50050,3,6,4,1,1,1,1,5,9,96,1,1
50053,5,5,4,1,1,1,1,5,0,192,0,1
50056,7,15,4,1,1,1,1,5,0,192,0,1
50057,7,23,4,1,1,1,1,5,0,192,0,1
50060,4,6,4,1,1,1,1,5,4,192,1,1
50066,1,14,2,1,2,1,1,5,0,96,0,1
50073,2,17,4,1,1,1,1,5,0,96,0,1
50077,6,10,4,1,1,1,1,5,0,96,0,1
50081,2,20,6,1,2,1,1,5,0,192,0,1
50085,6,8,5,1,5,1,1,5,0,99,0,0
50091,3,6,4,1,1,1,1,5,0,99,0,0
50092,5,0,4,1,1,1,1,5,4,99,1,0
50094,5,15,6,1,1,1,1,5,0,192,0,1
50099,2,16,2,1,1,1,1,5,0,192,0,1
50101,4,12,4,1,1,1,1,5,0,192,0,1
50115,6,20,2,1,1,1,1,5,0,192,0,1
50120,3,15,5,1,1,1,1,5,0,192,0,1
50121,3,21,2,1,1,1,1,5,0,192,0,1
50124,6,7,2,1,1,1,1,5,0,99,0,0
50129,3,21,9,1,1,1,1,5,9,99,1,0
50130,3,22,4,1,1,1,1,5,0,96,0,1
50133,1,9,2,1,1,1,1,5,0,96,0,1
50138,2,0,2,1,1,1,1,5,4,96,1,1
50140,4,13,4,1,1,1,1,5,0,192,0,1
50141,5,0,9,1,1,1,1,5,9,96,1,1
50142,5,7,4,1,1,1,1,5,0,192,0,1
50144,5,17,3,1,1,1,1,5,0,384,0,1
50148,7,16,1,1,1,1,1,5,0,288,0,1
50151,7,20,2,1,1,1,1,5,4,96,1,1
50152,1,19,4,1,1,1,1,5,0,96,0,1
50153,1,21,4,1,1,1,1,5,0,0,0,0
50154,2,18,4,1,1,1,1,5,4,192,1,1
50157,6,16,4,1,1,1,1,5,0,192,0,1
50162,2,18,2,1,1,1,1,5,0,192,0,1
50164,3,14,4,1,1,1,1,5,0,0,0,0
50168,4,21,4,1,1,1,1,5,0,96,0,1
50169,6,8,4,1,1,1,1,5,0,96,0,1
50170,7,21,2,1,1,1,1,5,3,288,1,1
50175,5,15,4,1,2,1,1,5,4,288,1,1
50181,1,7,4,1,2,1,1,5,0,96,0,1
50184,6,0,4,1,1,1,1,5,0,0,0,0
50185,7,11,4,1,1,1,1,5,0,192,0,1
50187,1,6,2,1,1,1,1,5,0,99,0,0
50189,3,13,4,1,1,1,1,5,0,192,0,1
50192,5,3,4,1,1,1,1,5,9,99,1,0
50197,6,16,4,1,1,1,1,5,0,96,0,1
50199,7,0,2,1,1,1,1,5,0,192,0,1
50201,7,17,4,1,1,1,1,5,0,99,0,0
50202,1,5,4,1,1,1,1,5,0,192,0,1
50204,1,17,4,1,1,1,1,5,18,99,1,0
50205,1,18,4,1,2,1,1,5,4,96,1,1
50207,2,19,4,1,2,1,1,5,4,99,1,0
50211,7,17,4,1,1,1,1,5,0,192,0,1
50217,5,10,4,1,1,1,1,5,3,99,1,0
50218,5,20,2,1,1,1,1,5,0,192,0,1
50224,4,17,2,1,1,1,1,5,9,99,1,0
50225,6,11,4,1,1,1,1,5,0,99,0,0
50227,6,9,2,1,2,1,1,5,4,99,1,0
50232,3,2,4,1,1,1,1,5,0,99,0,0
50237,7,17,4,1,1,1,1,5,0,99,0,0
50247,6,6,6,1,1,1,1,5,0,99,0,0
50248,6,23,4,1,1,1,1,5,0,96,0,1
50256,4,9,9,1,1,1,1,5,9,99,1,0
50261,1,15,4,1,1,1,1,5,0,0,0,0
50266,4,3,4,1,1,1,1,5,0,96,0,1
50270,1,9,4,1,1,1,1,5,0,0,0,0
50280,1,0,2,1,1,1,1,5,0,99,0,0
50288,6,16,4,1,1,1,1,5,0,0,0,0
50289,6,16,2,1,1,1,1,5,0,99,0,0
50292,1,15,2,1,1,1,1,5,9,99,1,0
50293,1,16,4,1,1,1,1,5,9,99,1,0
50299,3,17,4,1,1,1,1,5,9,0,1,0
50301,3,18,4,1,1,1,1,5,18,99,1,0
50303,4,22,3,1,1,1,1,5,0,0,0,0
50305,6,6,4,1,1,1,1,5,0,99,0,0
50306,6,22,4,1,1,1,1,5,0,0,0,0
50311,2,17,4,1,1,1,1,5,0,6,0,1
50312,4,1,4,1,1,1,1,5,0,96,0,1
50317,7,1,4,1,1,1,1,5,0,0,0,0
50318,7,6,4,1,1,1,1,5,9,99,1,0
50323,4,7,6,1,1,1,1,5,0,99,0,0
50329,1,15,4,1,1,1,1,5,4,99,1,0
50341,3,18,4,1,1,1,1,5,0,192,0,1
50343,4,13,2,1,1,1,1,5,0,15,0,1
50345,5,17,6,1,1,1,1,5,9,0,1,0
50347,1,14,3,1,2,1,1,5,4,99,1,0
50350,4,20,4,1,1,1,1,5,0,99,0,0
50352,5,23,4,1,1,1,1,5,9,99,1,0
50353,6,6,4,1,1,1,1,5,0,99,0,0
50354,7,0,4,1,1,1,1,5,0,99,0,0
50359,5,9,2,1,1,1,1,5,0,99,0,0
50364,3,11,6,1,1,1,1,5,0,0,0,0
50366,3,16,2,1,1,1,1,5,2,99,1,0
50368,5,10,4,1,1,1,1,5,18,100,1,1
50370,5,23,4,1,1,1,1,5,9,192,1,1
50372,6,14,9,1,10,1,1,5,9,0,1,0
50373,6,19,4,1,1,1,1,5,0,0,0,0
50379,5,20,3,1,2,1,1,5,0,99,0,0
50380,6,19,4,1,1,1,1,5,0,99,0,0
50382,7,9,4,1,10,1,1,5,18,198,1,1
50385,3,6,4,1,1,1,1,5,0,0,0,0
50387,4,9,4,1,1,1,1,5,0,96,0,1
50388,4,21,5,1,1,1,1,5,0,92,0,1
50389,5,16,4,1,1,1,1,5,0,0,0,0
50390,6,9,4,1,10,1,1,5,9,99,1,0
50392,6,14,6,1,2,1,1,5,0,0,0,0
50393,1,23,4,1,10,1,1,5,3,99,1,0
50395,2,11,4,1,2,1,1,5,5,96,1,1
50396,2,16,1,1,2,1,1,5,0,99,0,0
50398,4,17,4,1,1,1,1,5,9,98,1,1
50403,6,1,4,1,1,1,1,5,9,12,1,1
50407,3,8,3,1,10,1,1,5,0,99,0,0
50411,5,15,4,1,1,1,1,5,0,98,0,1
50413,6,1,4,1,2,1,1,5,4,0,1,0
50415,6,20,4,1,1,1,1,5,0,0,0,0
50417,2,0,4,1,1,1,1,5,9,99,1,0
50418,3,17,2,1,1,1,1,5,9,104,1,1
50422,5,14,4,1,1,1,1,5,3,99,1,0
50428,1,12,2,1,2,1,1,5,9,99,1,0
50429,2,17,4,1,2,1,1,5,0,0,0,0
50430,2,20,4,1,2,1,1,5,0,0,0,0
50433,4,22,4,1,1,1,1,5,0,0,0,0
50440,2,17,4,1,1,1,1,5,0,0,0,0
50443,4,9,4,1,1,1,1,5,0,99,0,0
50448,6,0,4,1,2,1,1,5,4,19,1,1
50450,2,9,4,1,2,1,1,5,0,19,0,1
50454,4,12,4,1,1,1,1,5,0,19,0,1
50461,3,23,4,1,1,1,1,5,4,99,1,0
50463,5,0,4,1,1,1,1,5,0,19,0,1
50467,1,15,2,1,2,1,1,5,0,19,0,1
50468,2,11,6,1,1,1,1,5,4,118,1,1
50475,2,23,4,1,5,1,1,5,9,12,1,1
50481,4,19,4,1,1,1,1,5,18,118,1,1
50483,5,23,4,1,1,1,1,5,0,19,0,1
60001,5,0,4,1,1,1,1,6,0,99,0,0
60007,6,14,4,1,1,1,1,6,0,0,0,0
60011,1,11,1,1,1,1,1,6,0,0,0,0
60012,1,18,4,1,1,1,1,6,0,0,0,0
60013,1,19,4,1,1,1,1,6,0,0,0,0
60014,7,23,4,1,1,1,1,6,0,0,0,0
60015,2,8,6,1,10,1,1,6,9,99,1,0
60017,3,14,4,1,1,1,1,6,0,0,0,0
60019,7,20,5,1,1,1,1,6,0,96,0,1
60021,5,3,6,1,1,1,1,6,3,0,1,0
60026,2,19,4,1,1,1,1,6,0,96,0,1
60032,7,22,4,1,2,1,1,6,9,100,1,1
60033,3,3,4,1,1,1,1,6,0,0,0,0
60036,2,5,4,1,5,1,1,6,9,99,1,0
60037,6,2,2,1,1,1,1,6,9,99,1,0
60039,3,20,4,1,1,1,1,6,0,0,0,0
60040,2,14,4,1,1,1,1,6,0,0,0,0
60042,2,17,3,1,1,1,1,6,0,0,0,0
60043,2,18,4,1,1,1,1,6,0,0,0,0
60044,4,3,4,1,1,1,1,6,4,93,1,1
60045,3,2,6,1,1,1,1,6,0,0,0,0
60047,4,17,4,1,1,1,1,6,0,0,0,0
60049,4,23,4,1,1,1,1,6,4,96,1,1
60050,3,9,4,1,1,1,1,6,0,0,0,0
60051,5,10,4,1,1,1,1,6,0,0,0,0
60052,4,3,2,1,1,1,1,6,4,0,1,0
60053,5,13,4,1,10,1,1,6,0,96,0,1
60059,5,4,4,1,1,1,1,6,0,0,0,0
60061,3,23,1,1,1,1,1,6,0,96,0,1
60062,5,18,2,1,10,1,1,6,0,0,0,0
60065,5,15,4,1,1,1,1,6,0,1,0,1
60069,6,13,1,1,10,1,1,6,0,0,0,0
60070,6,18,6,1,1,1,1,6,0,0,0,0
60071,1,19,2,1,1,1,1,6,4,96,1,1
60072,1,13,4,1,1,1,1,6,9,0,1,0
60074,3,18,4,1,1,1,1,6,0,0,0,0
60082,2,23,6,1,1,1,1,6,0,0,0,0
60087,4,18,4,1,1,1,1,6,4,0,1,0
60089,3,14,6,1,1,1,1,6,0,0,0,0
60090,5,13,2,1,1,1,1,6,4,96,1,1
60091,3,21,3,1,10,1,1,6,0,99,0,0
60093,4,0,4,1,1,1,1,6,0,0,0,0
60095,6,4,4,1,2,1,1,6,0,96,0,1
60096,4,17,2,1,1,1,1,6,4,0,1,0
60102,3,18,4,1,10,1,1,6,0,0,0,0
60103,5,1,5,1,1,1,1,6,4,0,1,0
60104,6,13,4,1,10,1,1,6,0,0,0,0
60105,7,2,3,1,1,1,1,6,4,96,1,1
60110,7,7,4,1,1,1,1,6,0,0,0,0
60112,4,17,4,1,1,1,1,6,0,99,0,0
60113,6,18,4,1,1,1,1,6,9,99,1,0
60119,7,14,6,1,1,1,1,6,0,0,0,0
60123,7,17,6,1,1,1,1,6,0,0,0,0
60125,2,2,2,1,1,1,1,6,0,0,0,0
60126,5,14,4,1,1,1,1,6,0,0,0,0
60129,7,22,4,1,1,1,1,6,9,99,1,0
60134,1,23,4,1,1,1,1,6,0,0,0,0
60135,1,13,4,1,1,1,1,6,9,99,1,0
60136,4,5,4,1,1,1,1,6,3,5,1,1
60139,1,0,4,1,1,1,1,6,4,96,1,1
60142,2,10,4,1,10,1,1,6,0,0,0,0
60143,2,6,4,1,10,1,1,6,0,0,0,0
60144,4,23,4,1,1,1,1,6,2,0,1,0
60145,2,13,4,1,2,1,1,6,4,0,1,0
60146,6,20,3,1,2,1,1,6,4,96,1,1
60147,5,7,4,1,5,1,1,6,4,0,1,0
60149,4,19,5,1,1,1,1,6,9,0,1,0
60150,2,12,4,1,1,1,1,6,2,192,1,1
60151,5,2,4,1,1,1,1,6,9,0,1,0
60155,2,19,4,1,2,1,1,6,0,1,0,1
60156,2,22,3,1,10,1,1,6,4,0,1,0
60160,7,1,4,1,1,1,1,6,0,0,0,0
60165,3,11,4,1,10,1,1,6,4,0,1,0
60166,7,5,4,1,10,1,1,6,4,0,1,0
60167,7,4,4,1,1,1,1,6,9,99,1,0
60169,4,13,5,1,1,1,1,6,0,0,0,0
60173,3,12,4,1,1,1,1,6,0,192,0,1
60175,1,14,4,1,1,1,1,6,0,0,0,0
60176,3,13,4,1,1,1,1,6,0,0,0,0
60177,1,2,4,1,1,1,1,6,0,0,0,0
60178,3,15,1,1,1,1,1,6,4,0,1,0
60179,5,2,4,1,1,1,1,6,4,96,1,1
60183,1,22,4,1,1,1,1,6,0,0,0,0
60184,3,18,4,1,1,1,1,6,0,0,0,0
60185,2,6,4,1,1,1,1,6,0,0,0,0
60188,3,19,2,1,1,1,1,6,4,0,1,0
60189,4,0,4,1,1,1,1,6,4,96,1,1
60190,3,18,4,1,1,1,1,6,0,0,0,0
60193,3,14,4,1,1,1,1,6,4,96,1,1
60194,7,17,4,1,2,1,1,6,4,99,1,0
60196,7,19,6,1,10,1,1,6,0,99,0,0
60200,7,19,2,1,1,1,1,6,4,99,1,0
60203,7,20,4,1,10,1,1,6,3,99,1,0
60207,6,16,4,1,1,1,1,6,0,0,0,0
60208,1,6,3,1,1,1,1,6,4,99,1,0
60209,3,5,6,1,1,1,1,6,0,0,0,0
60211,4,3,2,1,1,1,1,6,4,0,1,0
60213,4,7,6,1,1,1,1,6,0,0,0,0
60215,1,17,4,1,2,1,1,6,9,99,1,0
60217,1,18,4,1,1,1,1,6,0,1,0,1
60221,4,0,4,1,1,1,1,6,0,0,0,0
60223,4,19,4,1,1,1,1,6,0,0,0,0
60225,4,12,6,1,1,1,1,6,0,96,0,1
60226,4,14,3,1,1,1,1,6,0,0,0,0
60228,4,0,9,1,1,1,1,6,0,0,0,0
60231,5,18,2,1,1,1,1,6,4,99,1,0
60233,5,20,4,1,1,1,1,6,0,0,0,0
60234,6,18,3,1,1,1,1,6,0,0,0,0
60235,6,20,4,1,1,1,1,6,0,0,0,0
60240,6,21,3,1,10,1,1,6,0,0,0,0
60242,1,16,3,1,1,1,1,6,4,96,1,1
60246,1,11,2,1,1,1,1,6,4,96,1,1
60249,7,1,4,1,1,1,1,6,0,0,0,0
60253,6,0,4,1,1,1,1,6,4,96,1,1
60254,3,7,4,1,1,1,1,6,0,0,0,0
60256,1,19,2,1,1,1,1,6,5,0,1,0
60260,7,16,4,1,1,1,1,6,0,0,0,0
60262,7,10,2,1,2,1,1,6,0,0,0,0
60263,4,15,4,1,1,1,1,6,4,0,1,0
60265,1,0,4,1,1,1,1,6,0,7,0,1
60271,3,15,4,1,1,1,1,6,0,3,0,1
60272,3,19,4,1,1,1,1,6,0,0,0,0
60273,6,18,2,1,1,1,1,6,0,0,0,0
60281,7,0,4,1,1,1,1,6,0,96,0,1
60282,5,18,2,1,1,1,1,6,0,0,0,0
60284,6,6,6,1,1,1,1,6,9,99,1,0
60285,7,14,4,1,1,1,1,6,0,0,0,0
60289,5,12,4,1,1,1,1,6,4,96,1,1
60290,1,7,4,1,1,1,1,6,4,96,1,1
60291,5,20,4,1,1,1,1,6,0,0,0,0
60295,1,21,4,1,1,1,1,6,4,0,1,0
60299,4,6,4,1,10,1,1,6,0,99,0,0
60301,6,21,4,1,1,1,1,6,0,0,0,0
60303,7,3,2,1,1,1,1,6,9,0,1,0
60304,7,3,2,1,1,1,1,6,3,0,1,0
60307,2,2,4,1,1,1,1,6,0,96,0,1
60308,2,9,4,1,1,1,1,6,0,0,0,0
60309,1,0,4,1,10,1,1,6,4,96,1,1
60315,7,23,6,1,1,1,1,6,0,96,0,1
60316,1,19,2,1,2,1,1,6,0,0,0,0
60317,2,21,4,1,1,1,1,6,0,0,0,0
60323,1,3,2,1,1,1,1,6,0,99,0,0
60324,4,22,4,1,1,1,1,6,0,0,0,0
60327,1,0,4,1,1,1,1,6,0,0,0,0
60332,2,5,6,1,5,1,1,6,0,0,0,0
60335,7,21,4,1,1,1,1,6,9,0,1,0
60337,3,20,4,1,1,1,1,6,4,96,1,1
60342,2,3,4,1,10,1,1,6,0,0,0,0
60345,5,20,4,1,1,1,1,6,0,0,0,0
60346,6,1,4,1,1,1,1,6,4,0,1,0
60350,7,1,4,1,1,1,1,6,4,0,1,0
60354,1,1,4,1,10,1,1,6,0,99,0,0
60357,1,6,2,1,2,1,1,6,4,96,1,1
60358,4,5,6,1,1,1,1,6,0,0,0,0
60362,3,6,5,1,1,1,1,6,0,0,0,0
60365,5,4,4,1,1,1,1,6,0,0,0,0
60366,3,13,4,1,10,1,1,6,0,0,0,0
60368,6,21,4,1,1,1,1,6,0,0,0,0
60369,5,8,4,1,1,1,1,6,0,0,0,0
60371,7,19,4,1,2,1,1,6,0,192,0,1
60373,7,2,6,1,1,1,1,6,4,0,1,0
60375,6,23,4,1,10,1,1,6,0,99,0,0
60379,6,22,4,1,1,1,1,6,4,0,1,0
60387,4,12,4,1,1,1,1,6,0,0,0,0
60390,1,22,4,1,1,1,1,6,3,0,1,0
60391,5,17,6,1,1,1,1,6,0,99,0,0
60392,5,20,1,1,1,1,1,6,0,0,0,0
60395,1,1,4,1,1,1,1,6,0,96,0,1
60397,2,19,4,1,1,1,1,6,4,0,1,0
60399,2,18,4,1,1,1,1,6,0,99,0,0
60400,2,0,4,1,2,1,1,6,4,0,1,0
60402,4,3,4,1,1,1,1,6,0,3,0,1
60405,2,17,4,1,10,1,1,6,0,0,0,0
60406,6,20,4,1,1,1,1,6,0,0,0,0
60407,2,5,6,1,10,1,1,6,8,16,1,1
60409,6,16,4,1,1,1,1,6,0,0,0,0
60410,2,12,4,1,1,1,1,6,0,96,0,1
60412,3,10,4,1,1,1,1,6,0,0,0,0
60415,4,15,2,1,10,1,1,6,4,0,1,0
60417,4,19,4,1,10,1,1,6,9,99,1,0
60419,4,18,3,1,1,1,1,6,4,0,1,0
60421,2,22,4,1,1,1,1,6,0,0,0,0
60424,5,15,2,1,1,1,1,6,4,0,1,0
60425,7,20,4,1,1,1,1,6,0,0,0,0
60426,1,3,1,1,1,1,1,6,0,0,0,0
60430,3,8,2,1,1,1,1,6,0,0,0,0
60432,2,7,6,1,5,1,1,6,0,0,0,0
60433,6,3,4,1,1,1,1,6,0,99,0,0
60436,2,18,3,1,1,1,1,6,0,0,0,0
60437,6,4,4,1,1,1,1,6,0,99,0,0
60438,3,5,4,1,1,1,1,6,9,0,1,0
60444,6,16,4,1,1,1,1,6,0,99,0,0
60445,7,0,2,1,1,1,1,6,0,0,0,0
60446,3,12,4,1,1,1,1,6,4,0,1,0
60447,4,12,4,1,1,1,1,6,3,0,1,0
60449,4,1,2,1,2,1,1,6,0,0,0,0
60453,3,18,4,1,1,1,1,6,0,0,0,0
60455,1,16,4,1,1,1,1,6,0,96,0,1
60457,3,20,2,1,1,1,1,6,0,96,0,1
60460,7,12,4,1,10,1,1,6,4,93,1,1
60461,2,1,4,1,1,1,1,6,4,0,1,0
60463,6,23,5,1,1,1,1,6,0,0,0,0
60465,7,1,4,1,1,1,1,6,4,99,1,0
60466,7,1,4,1,1,1,1,6,3,0,1,0
60467,7,5,4,1,1,1,1,6,0,0,0,0
60469,2,5,4,1,1,1,1,6,4,99,1,0
60470,7,21,2,1,1,1,1,6,0,96,0,1
60471,2,8,4,1,1,1,1,6,0,0,0,0
60473,3,6,4,1,1,1,1,6,5,0,1,0
60477,3,14,4,1,1,1,1,6,0,0,0,0
60478,3,17,4,1,1,1,1,6,0,198,0,1
60479,2,8,4,1,1,1,1,6,9,0,1,0
60480,3,5,4,1,1,1,1,6,0,99,0,0
60482,5,5,4,1,1,1,1,6,0,0,0,0
60484,5,8,4,1,1,1,1,6,0,0,0,0
60489,4,13,4,1,1,1,1,6,0,99,0,0
60490,4,3,4,1,1,1,1,6,3,0,1,0
60493,5,20,6,1,1,1,1,6,0,0,0,0
60494,6,1,4,1,1,1,1,6,0,0,0,0
60495,6,20,4,1,1,1,1,6,0,0,0,0
60497,6,22,4,1,1,1,1,6,4,192,1,1
60502,4,23,4,1,1,1,1,6,0,99,0,0
60503,3,18,4,1,1,1,1,6,0,0,0,0
60504,6,23,4,1,1,1,1,6,4,0,1,0
60506,7,13,4,1,1,1,1,6,0,0,0,0
60507,6,13,4,1,1,1,1,6,0,0,0,0
60508,2,1,5,1,1,1,1,6,0,0,0,0
60511,1,12,4,1,1,1,1,6,0,0,0,0
60513,7,18,4,1,10,1,1,6,0,0,0,0
60515,7,20,3,1,1,1,1,6,4,96,1,1
60516,7,21,4,1,1,1,1,6,0,0,0,0
60518,6,16,4,1,1,1,1,6,9,0,1,0
60519,1,18,5,1,1,1,1,6,0,0,0,0
60520,7,22,3,1,10,1,1,6,4,96,1,1
60521,7,23,2,1,1,1,1,6,0,0,0,0
60522,1,0,4,1,1,1,1,6,8,112,1,1
60529,6,21,3,1,1,1,1,6,0,99,0,0
60531,7,6,4,1,1,1,1,6,4,99,1,0
60535,7,14,4,1,1,1,1,6,0,0,0,0
60536,4,4,2,1,1,1,1,6,4,0,1,0
60537,1,20,4,1,1,1,1,6,0,0,0,0
60539,2,22,4,1,1,1,1,6,0,96,0,1
60540,2,0,4,1,1,1,1,6,4,96,1,1
60541,3,19,2,1,1,1,1,6,0,96,0,1
60542,7,2,4,1,1,1,1,6,0,0,0,0
60544,4,23,4,1,1,1,1,6,0,0,0,0
60547,7,21,4,1,1,1,1,6,0,0,0,0
60548,7,6,4,1,5,1,1,6,12,112,1,1
60552,7,15,5,1,1,1,1,6,0,0,0,0
60557,7,22,4,1,1,1,1,6,4,0,1,0
60562,2,22,4,1,1,1,1,6,0,0,0,0
60563,7,2,4,1,1,1,1,6,0,0,0,0
60564,4,6,4,1,1,1,1,6,0,0,0,0
60565,4,11,4,1,1,1,1,6,0,3,0,1
60567,1,0,9,1,1,1,1,6,9,99,1,0
60568,4,13,4,1,1,1,1,6,0,1,0,1
60569,7,9,4,1,1,1,1,6,0,0,0,0
60571,2,1,4,1,1,1,1,6,9,0,1,0
60573,2,20,6,1,1,1,1,6,0,1,0,1
60574,5,1,6,1,1,1,1,6,0,0,0,0
60576,4,2,2,1,1,1,1,6,9,99,1,0
60577,4,7,4,1,1,1,1,6,9,99,1,0
60578,5,3,2,1,1,1,1,6,0,0,0,0
60579,5,13,4,1,1,1,1,6,0,0,0,0
60586,4,7,2,1,10,1,1,6,4,0,1,0
60590,1,6,4,1,1,1,1,6,3,0,1,0
60591,1,8,6,1,1,1,1,6,3,0,1,0
60593,1,8,4,1,1,1,1,6,4,99,1,0
60594,5,13,2,1,1,1,1,6,0,0,0,0
60599,7,19,2,1,1,1,1,6,0,0,0,0
60600,3,6,4,1,1,1,1,6,0,1,0,1
60603,3,16,2,1,1,1,1,6,2,99,1,0
60606,5,20,4,1,1,1,1,6,0,0,0,0
60609,5,22,2,1,1,1,1,6,4,96,1,1
60612,3,11,4,1,1,1,1,6,0,0,0,0
60614,3,15,5,1,1,1,1,6,0,0,0,0
60616,1,17,4,1,1,1,1,6,0,0,0,0
60618,2,14,3,1,1,1,1,6,4,99,1,0
60626,5,22,4,1,1,1,1,6,4,0,1,0
60627,4,5,4,1,1,1,1,6,2,0,1,0
60628,3,4,4,1,1,1,1,6,9,99,1,0
60632,3,13,4,1,10,1,1,6,0,99,0,0
60636,6,21,4,1,1,1,1,6,4,0,1,0
60638,3,21,4,1,10,1,1,6,0,0,0,0
60644,7,3,4,1,1,1,1,6,0,0,0,0
60646,1,13,4,1,1,1,1,6,4,96,1,1
60647,7,4,4,1,1,1,1,6,0,0,0,0
60651,4,19,2,1,1,1,1,6,4,0,1,0
60657,6,20,4,1,1,1,1,6,0,93,0,1
60661,2,20,4,1,1,1,1,6,4,96,1,1
60663,5,1,4,1,1,1,1,6,0,0,0,0
60664,7,21,4,1,1,1,1,6,4,96,1,1
60666,3,9,4,1,1,1,1,6,0,0,0,0
60668,7,4,4,1,1,1,1,6,0,0,0,0
60669,6,6,4,1,1,1,1,6,9,99,1,0
60674,1,11,4,1,2,1,1,6,4,0,1,0
60678,1,21,4,1,1,1,1,6,0,0,0,0
60679,5,20,6,1,1,1,1,6,0,0,0,0
60680,2,3,4,1,1,1,1,6,4,0,1,0
60683,6,18,4,1,1,1,1,6,0,0,0,0
60686,1,23,4,1,1,1,1,6,4,0,1,0
60691,2,13,4,1,1,1,1,6,4,99,1,0
60694,7,18,4,1,1,1,1,6,0,0,0,0
60697,1,18,2,1,1,1,1,6,0,0,0,0
60699,7,21,3,1,1,1,1,6,0,96,0,1
60704,7,0,4,1,1,1,1,6,4,96,1,1
60708,2,19,4,1,1,1,1,6,0,0,0,0
60710,5,22,9,1,1,1,1,6,4,0,1,0
60713,7,0,4,1,1,1,1,6,0,0,0,0
60717,7,6,3,1,10,1,1,6,0,0,0,0
60718,6,22,4,1,1,1,1,6,4,96,1,1
60719,1,17,4,1,1,1,1,6,4,0,1,0
60720,1,1,3,1,1,1,1,6,4,0,1,0
